Family	User	Evo	Index	Trade	Rarity
736	charjabug	TRUE	F	*	2-3*
739	crabominable	TRUE	A	*	5*
739	crabominable	TRUE	B	*	4*
739	crabrawler	TRUE	C	*	1-2*
739	crabrawler	TRUE	D	*	1-2*
739	crabrawler	TRUE	E	*	2-3*
739	crabominable	TRUE	F	*	2-3*
742	ribombee	TRUE	A	*	5*
742	ribombee	TRUE	B	*	4*
742	cutiefly	TRUE	C	*	1-2*
742	cutiefly	TRUE	D	*	1-2*
742	cutiefly	TRUE	E	*	2-3*
742	ribombee	TRUE	F	*	2-3*
744	lycanroc	TRUE	A	*	5*
744	lycanroc	TRUE	B	*	4*
744	rockruff	TRUE	C	*	1-2*
744	rockruff	TRUE	D	*	1-2*
744	rockruff	TRUE	E	*	2-3*
744	lycanroc	TRUE	F	*	2-3*
746	wishiwashi	FALSE	A	*	5*
746	wishiwashi	FALSE	B	*	4*
746	wishiwashi	FALSE	C	*	1-2*
746	wishiwashi	FALSE	D	*	1-2*
746	wishiwashi	FALSE	E	*	2-3*
746	wishiwashi	FALSE	F	*	2-3*
747	mareanie	FALSE	A	*	5*
747	mareanie	FALSE	B	*	4*
747	mareanie	FALSE	C	*	1-2*
747	mareanie	FALSE	D	*	1-2*
747	mareanie	FALSE	E	*	2-3*
747	mareanie	FALSE	F	*	2-3*
749	mudbray	FALSE	A	*	5*
749	mudbray	FALSE	B	*	4*
749	mudbray	FALSE	C	*	1-2*
749	mudbray	FALSE	D	*	1-2*
749	mudbray	FALSE	E	*	2-3*
749	mudbray	FALSE	F	*	2-3*
751	araquanid	TRUE	A	*	5*
751	araquanid	TRUE	B	*	4*
751	dewpider	TRUE	C	*	1-2*
751	dewpider	TRUE	D	*	1-2*
751	dewpider	TRUE	E	*	2-3*
751	araquanid	TRUE	F	*	2-3*
753	lurantis	TRUE	A	*	5*
753	lurantis	TRUE	B	*	4*
753	fomantis	TRUE	C	*	1-2*
753	fomantis	TRUE	D	*	1-2*
753	fomantis	TRUE	E	*	2-3*
753	lurantis	TRUE	F	*	2-3*
755	morelull	FALSE	A	*	5*
755	morelull	FALSE	B	*	4*
755	morelull	FALSE	C	*	1-2*
755	morelull	FALSE	D	*	1-2*
755	morelull	FALSE	E	*	2-3*
755	morelull	FALSE	F	*	2-3*
757	salazzle	TRUE	A	*	5*
757	salazzle	TRUE	B	*	4*
757	salandit	TRUE	C	*	1-2*
757	salandit	TRUE	D	*	1-2*
757	salandit	TRUE	E	*	2-3*
757	salazzle	TRUE	F	*	2-3*
759	bewear	TRUE	A	*	5*
759	bewear	TRUE	B	*	4*
759	stufful	TRUE	C	*	1-2*
759	stufful	TRUE	D	*	1-2*
759	stufful	TRUE	E	*	2-3*
759	bewear	TRUE	F	*	2-3*
761	tsareena	TRUE	A	*	5*
761	steenee	TRUE	B	*	4*
761	bounsweet	TRUE	C	*	1-2*
761	bounsweet	TRUE	D	*	1-2*
761	bounsweet	TRUE	E	*	2-3*
761	steenee	TRUE	F	*	2-3*
764	comfey	FALSE	A	*	5*
764	comfey	FALSE	B	*	4*
764	comfey	FALSE	C	*	1-2*
764	comfey	FALSE	D	*	1-2*
764	comfey	FALSE	E	*	2-3*
764	comfey	FALSE	F	*	2-3*
766	passimian	FALSE	A	*	5*
766	passimian	FALSE	B	*	4*
766	passimian	FALSE	C	*	1-2*
766	passimian	FALSE	D	*	1-2*
766	passimian	FALSE	E	*	2-3*
766	passimian	FALSE	F	*	2-3*
767	golisopod	TRUE	A	*	5*
767	golisopod	TRUE	B	*	4*
767	wimpod	TRUE	C	*	1-2*
767	wimpod	TRUE	D	*	1-2*
767	wimpod	TRUE	E	*	2-3*
767	golisopod	TRUE	F	*	2-3*
769	palossand	TRUE	A	*	5*
769	palossand	TRUE	B	*	4*
769	sandygast	TRUE	C	*	1-2*
769	sandygast	TRUE	D	*	1-2*
769	sandygast	TRUE	E	*	2-3*
769	palossand	TRUE	F	*	2-3*
771	pyukumuku	FALSE	A	*	5*
771	pyukumuku	FALSE	B	*	4*
771	pyukumuku	FALSE	C	*	1-2*
771	pyukumuku	FALSE	D	*	1-2*
771	pyukumuku	FALSE	E	*	2-3*
771	pyukumuku	FALSE	F	*	2-3*
772	silvally	TRUE	A	*	5*
772	silvally	TRUE	B	*	4*
772	type_null	TRUE	C	*	1-2*
772	type_null	TRUE	D	*	1-2*
772	type_null	TRUE	E	*	2-3*
772	silvally	TRUE	F	*	2-3*
774	minior	FALSE	A	*	5*
774	minior	FALSE	B	*	4*
774	minior	FALSE	C	*	1-2*
774	minior	FALSE	D	*	1-2*
774	minior	FALSE	E	*	2-3*
774	minior	FALSE	F	*	2-3*
776	turtonator	FALSE	A	*	5*
776	turtonator	FALSE	B	*	4*
776	turtonator	FALSE	C	*	1-2*
776	turtonator	FALSE	D	*	1-2*
776	turtonator	FALSE	E	*	2-3*
776	turtonator	FALSE	F	*	2-3*
777	togedemaru	FALSE	A	*	5*
777	togedemaru	FALSE	B	*	4*
777	togedemaru	FALSE	C	*	1-2*
777	togedemaru	FALSE	D	*	1-2*
777	togedemaru	FALSE	E	*	2-3*
777	togedemaru	FALSE	F	*	2-3*
778	mimikyu	FALSE	A	*	5*
778	mimikyu	FALSE	B	*	4*
778	mimikyu	FALSE	C	*	1-2*
778	mimikyu	FALSE	D	*	1-2*
778	mimikyu	FALSE	E	*	2-3*
778	mimikyu	FALSE	F	*	2-3*
779	bruxish	FALSE	A	*	5*
779	bruxish	FALSE	B	*	4*
779	bruxish	FALSE	C	*	1-2*
779	bruxish	FALSE	D	*	1-2*
779	bruxish	FALSE	E	*	2-3*
779	bruxish	FALSE	F	*	2-3*
780	drampa	FALSE	A	*	5*
780	drampa	FALSE	B	*	4*
780	drampa	FALSE	C	*	1-2*
780	drampa	FALSE	D	*	1-2*
780	drampa	FALSE	E	*	2-3*
780	drampa	FALSE	F	*	2-3*
781	dhelmise	FALSE	A	*	5*
781	dhelmise	FALSE	B	*	4*
781	dhelmise	FALSE	C	*	1-2*
781	dhelmise	FALSE	D	*	1-2*
781	dhelmise	FALSE	E	*	2-3*
781	dhelmise	FALSE	F	*	2-3*
782	kommo_o	TRUE	A	*	5*
782	hakamo_o	TRUE	B	*	4*
782	jangmo_o	TRUE	C	*	1-2*
782	jangmo_o	TRUE	D	*	1-2*
782	jangmo_o	TRUE	E	*	2-3*
782	hakamo_o	TRUE	F	*	2-3*
785	tapu_koko	FALSE	A	*	5*
785	tapu_koko	FALSE	B	*	4*
785	tapu_koko	FALSE	C	*	1-2*
785	tapu_koko	FALSE	D	*	1-2*
785	tapu_koko	FALSE	E	*	2-3*
785	tapu_koko	FALSE	F	*	2-3*
786	tapu_lele	FALSE	A	*	5*
786	tapu_lele	FALSE	B	*	4*
786	tapu_lele	FALSE	C	*	1-2*
786	tapu_lele	FALSE	D	*	1-2*
786	tapu_lele	FALSE	E	*	2-3*
786	tapu_lele	FALSE	F	*	2-3*
787	tapu_bulu	FALSE	A	*	5*
787	tapu_bulu	FALSE	B	*	4*
787	tapu_bulu	FALSE	C	*	1-2*
787	tapu_bulu	FALSE	D	*	1-2*
787	tapu_bulu	FALSE	E	*	2-3*
787	tapu_bulu	FALSE	F	*	2-3*
788	tapu_fini	FALSE	A	*	5*
788	tapu_fini	FALSE	B	*	4*
788	tapu_fini	FALSE	C	*	1-2*
788	tapu_fini	FALSE	D	*	1-2*
788	tapu_fini	FALSE	E	*	2-3*
788	tapu_fini	FALSE	F	*	2-3*
789	lunala	FALSE	A	@	5*
789	solgaleo	FALSE	B	@	5*
789	cosmoem	FALSE	C	@	1-2*
789	cosmog	FALSE	D	@	1-2*
789	cosmog	FALSE	E	@	3-4*
789	cosmog	FALSE	F	@	3-4*
793	nihilego	FALSE	A	*	5*
793	nihilego	FALSE	B	*	4*
793	nihilego	FALSE	C	*	1-2*
793	nihilego	FALSE	D	*	1-2*
793	nihilego	FALSE	E	*	2-3*
793	nihilego	FALSE	F	*	2-3*
794	buzzwole	FALSE	A	*	5*
794	buzzwole	FALSE	B	*	4*
794	buzzwole	FALSE	C	*	1-2*
794	buzzwole	FALSE	D	*	1-2*
794	buzzwole	FALSE	E	*	2-3*
794	buzzwole	FALSE	F	*	2-3*
795	pheromosa	FALSE	A	*	5*
795	pheromosa	FALSE	B	*	4*
795	pheromosa	FALSE	C	*	1-2*
795	pheromosa	FALSE	D	*	1-2*
795	pheromosa	FALSE	E	*	2-3*
795	pheromosa	FALSE	F	*	2-3*
796	xurkitree	FALSE	A	*	5*
796	xurkitree	FALSE	B	*	4*
796	xurkitree	FALSE	C	*	1-2*
796	xurkitree	FALSE	D	*	1-2*
796	xurkitree	FALSE	E	*	2-3*
796	xurkitree	FALSE	F	*	2-3*
797	celesteela	FALSE	A	*	5*
797	celesteela	FALSE	B	*	4*
797	celesteela	FALSE	C	*	1-2*
797	celesteela	FALSE	D	*	1-2*
797	celesteela	FALSE	E	*	2-3*
797	celesteela	FALSE	F	*	2-3*
798	kartana	FALSE	A	*	5*
798	kartana	FALSE	B	*	4*
798	kartana	FALSE	C	*	1-2*
798	kartana	FALSE	D	*	1-2*
798	kartana	FALSE	E	*	2-3*
798	kartana	FALSE	F	*	2-3*
799	guzzlord	FALSE	A	*	5*
799	guzzlord	FALSE	B	*	4*
799	guzzlord	FALSE	C	*	1-2*
799	guzzlord	FALSE	D	*	1-2*
799	guzzlord	FALSE	E	*	2-3*
799	guzzlord	FALSE	F	*	2-3*
800	necrozma	FALSE	A	*	5*
800	necrozma	FALSE	B	*	4*
800	necrozma	FALSE	C	*	1-2*
800	necrozma	FALSE	D	*	1-2*
800	necrozma	FALSE	E	*	2-3*
800	necrozma	FALSE	F	*	2-3*
801	magearna	FALSE	A	*	5*
801	magearna	FALSE	B	*	4*
801	magearna	FALSE	C	*	1-2*
801	magearna	FALSE	D	*	1-2*
801	magearna	FALSE	E	*	2-3*
801	magearna	FALSE	F	*	2-3*
802	marshadow	FALSE	A	*	5*
802	marshadow	FALSE	B	*	4*
802	marshadow	FALSE	C	*	1-2*
802	marshadow	FALSE	D	*	1-2*
802	marshadow	FALSE	E	*	2-3*
802	marshadow	FALSE	F	*	2-3*
803	naganadel	TRUE	A	*	5*
803	naganadel	TRUE	B	*	4*
803	poipole	TRUE	C	*	1-2*
803	poipole	TRUE	D	*	1-2*
803	poipole	TRUE	E	*	2-3*
803	naganadel	TRUE	F	*	2-3*
805	stakataka	FALSE	A	*	5*
805	stakataka	FALSE	B	*	4*
805	stakataka	FALSE	C	*	1-2*
805	stakataka	FALSE	D	*	1-2*
805	stakataka	FALSE	E	*	2-3*
805	stakataka	FALSE	F	*	2-3*
806	blacephalon	FALSE	A	*	5*
806	blacephalon	FALSE	B	*	4*
806	blacephalon	FALSE	C	*	1-2*
806	blacephalon	FALSE	D	*	1-2*
806	blacephalon	FALSE	E	*	2-3*
806	blacephalon	FALSE	F	*	2-3*
807	zeraora	FALSE	A	*	5*
807	zeraora	FALSE	B	*	4*
807	zeraora	FALSE	C	*	1-2*
807	zeraora	FALSE	D	*	1-2*
807	zeraora	FALSE	E	*	2-3*
807	zeraora	FALSE	F	*	2-3*
808	melmetal	TRUE	A	*	5*
808	melmetal	TRUE	B	*	4*
808	meltan	TRUE	C	*	1-2*
808	meltan	TRUE	D	*	1-2*
808	meltan	TRUE	E	*	2-3*
808	melmetal	TRUE	F	*	2-3*
810	grookey	FALSE	A	*	5*
810	grookey	FALSE	B	*	4*
810	grookey	FALSE	C	*	1-2*
810	grookey	FALSE	D	*	1-2*
810	grookey	FALSE	E	*	2-3*
810	grookey	FALSE	F	*	2-3*
813	cinderace	TRUE	A	*	5*
813	raboot	TRUE	B	*	4*
813	scorbunny	TRUE	C	*	1-2*
813	scorbunny	TRUE	D	*	1-2*
813	scorbunny	TRUE	E	*	2-3*
813	raboot	TRUE	F	*	2-3*
816	inteleon	TRUE	A	*	5*
816	drizzile	TRUE	B	*	4*
816	sobble	TRUE	C	*	1-2*
816	sobble	TRUE	D	*	1-2*
816	sobble	TRUE	E	*	2-3*
816	drizzile	TRUE	F	*	2-3*
821	corviknight	TRUE	A	*	5*
821	corvisquire	TRUE	B	*	4*
821	rookidee	TRUE	C	*	1-2*
821	rookidee	TRUE	D	*	1-2*
821	rookidee	TRUE	E	*	2-3*
821	corvisquire	TRUE	F	*	2-3*
827	thievul	TRUE	A	*	5*
827	thievul	TRUE	B	*	4*
827	nickit	TRUE	C	*	1-2*
827	nickit	TRUE	D	*	1-2*
827	nickit	TRUE	E	*	2-3*
827	thievul	TRUE	F	*	2-3*
831	wooloo	FALSE	A	*	5*
831	wooloo	FALSE	B	*	4*
831	wooloo	FALSE	C	*	1-2*
831	wooloo	FALSE	D	*	1-2*
831	wooloo	FALSE	E	*	2-3*
831	wooloo	FALSE	F	*	2-3*
835	yamper	FALSE	A	*	5*
835	yamper	FALSE	B	*	4*
835	yamper	FALSE	C	*	1-2*
835	yamper	FALSE	D	*	1-2*
835	yamper	FALSE	E	*	2-3*
835	yamper	FALSE	F	*	2-3*
840	appletun	FALSE	A	@	5*
840	flapple	FALSE	B	@	5*
840	applin	FALSE	C	@	1-2*
840	applin	FALSE	D	@	1-2*
840	applin	FALSE	E	@	3-4*
840	applin	FALSE	F	@	3-4*
843	sandaconda	TRUE	A	*	5*
843	sandaconda	TRUE	B	*	4*
843	silicobra	TRUE	C	*	1-2*
843	silicobra	TRUE	D	*	1-2*
843	silicobra	TRUE	E	*	2-3*
843	sandaconda	TRUE	F	*	2-3*
845	cramorant	FALSE	A	*	5*
845	cramorant	FALSE	B	*	4*
845	cramorant	FALSE	C	*	1-2*
845	cramorant	FALSE	D	*	1-2*
845	cramorant	FALSE	E	*	2-3*
845	cramorant	FALSE	F	*	2-3*
846	arrokuda	FALSE	A	*	5*
846	arrokuda	FALSE	B	*	4*
846	arrokuda	FALSE	C	*	1-2*
846	arrokuda	FALSE	D	*	1-2*
846	arrokuda	FALSE	E	*	2-3*
846	arrokuda	FALSE	F	*	2-3*
848	toxtricity	TRUE	A	*	5*
848	toxtricity	TRUE	B	*	4*
848	toxel	TRUE	C	*	1-2*
848	toxel	TRUE	D	*	1-2*
848	toxel	TRUE	E	*	2-3*
848	toxtricity	TRUE	F	*	2-3*
850	centiskorch	TRUE	A	*	5*
850	centiskorch	TRUE	B	*	4*
850	sizzlipede	TRUE	C	*	1-2*
850	sizzlipede	TRUE	D	*	1-2*
850	sizzlipede	TRUE	E	*	2-3*
850	centiskorch	TRUE	F	*	2-3*
852	clobbopus	FALSE	A	*	5*
852	clobbopus	FALSE	B	*	4*
852	clobbopus	FALSE	C	*	1-2*
852	clobbopus	FALSE	D	*	1-2*
852	clobbopus	FALSE	E	*	2-3*
852	clobbopus	FALSE	F	*	2-3*
854	polteageist	TRUE	A	*	5*
854	polteageist	TRUE	B	*	4*
854	sinistea	TRUE	C	*	1-2*
854	sinistea	TRUE	D	*	1-2*
854	sinistea	TRUE	E	*	2-3*
854	polteageist	TRUE	F	*	2-3*
856	hatterene	TRUE	A	*	5*
856	hattrem	TRUE	B	*	4*
856	hatenna	TRUE	C	*	1-2*
856	hatenna	TRUE	D	*	1-2*
856	hatenna	TRUE	E	*	2-3*
856	hattrem	TRUE	F	*	2-3*
859	grimmsnarl	TRUE	A	*	5*
859	morgrem	TRUE	B	*	4*
859	impidimp	TRUE	C	*	1-2*
859	impidimp	TRUE	D	*	1-2*
859	impidimp	TRUE	E	*	2-3*
859	morgrem	TRUE	F	*	2-3*
872	frosmoth	TRUE	A	*	5*
872	frosmoth	TRUE	B	*	4*
872	snom	TRUE	C	*	1-2*
872	snom	TRUE	D	*	1-2*
872	snom	TRUE	E	*	2-3*
872	frosmoth	TRUE	F	*	2-3*
874	stonjourner	FALSE	A	*	5*
874	stonjourner	FALSE	B	*	4*
874	stonjourner	FALSE	C	*	1-2*
874	stonjourner	FALSE	D	*	1-2*
874	stonjourner	FALSE	E	*	2-3*
874	stonjourner	FALSE	F	*	2-3*
875	eiscue	FALSE	A	*	5*
875	eiscue	FALSE	B	*	4*
875	eiscue	FALSE	C	*	1-2*
875	eiscue	FALSE	D	*	1-2*
875	eiscue	FALSE	E	*	2-3*
875	eiscue	FALSE	F	*	2-3*
876	indeedee	FALSE	A	*	5*
876	indeedee	FALSE	B	*	4*
876	indeedee	FALSE	C	*	1-2*
876	indeedee	FALSE	D	*	1-2*
876	indeedee	FALSE	E	*	2-3*
876	indeedee	FALSE	F	*	2-3*
877	morpeko	FALSE	A	*	5*
877	morpeko	FALSE	B	*	4*
877	morpeko	FALSE	C	*	1-2*
877	morpeko	FALSE	D	*	1-2*
877	morpeko	FALSE	E	*	2-3*
877	morpeko	FALSE	F	*	2-3*
881	arctozolt	FALSE	A	*	5*
881	arctozolt	FALSE	B	*	4*
881	arctozolt	FALSE	C	*	1-2*
881	arctozolt	FALSE	D	*	1-2*
881	arctozolt	FALSE	E	*	2-3*
881	arctozolt	FALSE	F	*	2-3*
882	dracovish	FALSE	A	*	5*
882	dracovish	FALSE	B	*	4*
882	dracovish	FALSE	C	*	1-2*
882	dracovish	FALSE	D	*	1-2*
882	dracovish	FALSE	E	*	2-3*
882	dracovish	FALSE	F	*	2-3*
884	duraludon	FALSE	A	*	5*
884	duraludon	FALSE	B	*	4*
884	duraludon	FALSE	C	*	1-2*
884	duraludon	FALSE	D	*	1-2*
884	duraludon	FALSE	E	*	2-3*
884	duraludon	FALSE	F	*	2-3*
885	dragapult	TRUE	A	*	5*
885	drakloak	TRUE	B	*	4*
885	dreepy	TRUE	C	*	1-2*
885	dreepy	TRUE	D	*	1-2*
885	dreepy	TRUE	E	*	2-3*
885	drakloak	TRUE	F	*	2-3*
888	zacian	FALSE	A	*	5*
888	zacian	FALSE	B	*	4*
888	zacian	FALSE	C	*	1-2*
888	zacian	FALSE	D	*	1-2*
888	zacian	FALSE	E	*	2-3*
888	zacian	FALSE	F	*	2-3*
890	eternatus	FALSE	A	*	5*
890	eternatus	FALSE	B	*	4*
890	eternatus	FALSE	C	*	1-2*
890	eternatus	FALSE	D	*	1-2*
890	eternatus	FALSE	E	*	2-3*
890	eternatus	FALSE	F	*	2-3*
891	urshifu	TRUE	A	*	5*
891	urshifu	TRUE	B	*	4*
891	kubfu	TRUE	C	*	1-2*
891	kubfu	TRUE	D	*	1-2*
891	kubfu	TRUE	E	*	2-3*
891	urshifu	TRUE	F	*	2-3*
894	regieleki	FALSE	A	*	5*
894	regieleki	FALSE	B	*	4*
894	regieleki	FALSE	C	*	1-2*
894	regieleki	FALSE	D	*	1-2*
894	regieleki	FALSE	E	*	2-3*
894	regieleki	FALSE	F	*	2-3*
895	regidrago	FALSE	A	*	5*
895	regidrago	FALSE	B	*	4*
895	regidrago	FALSE	C	*	1-2*
895	regidrago	FALSE	D	*	1-2*
895	regidrago	FALSE	E	*	2-3*
895	regidrago	FALSE	F	*	2-3*
897	spectrier	FALSE	A	*	5*
897	spectrier	FALSE	B	*	4*
897	spectrier	FALSE	C	*	1-2*
897	spectrier	FALSE	D	*	1-2*
897	spectrier	FALSE	E	*	2-3*
897	spectrier	FALSE	F	*	2-3*
905	enamorus	FALSE	A	*	5*
905	enamorus	FALSE	B	*	4*
905	enamorus	FALSE	C	*	1-2*
905	enamorus	FALSE	D	*	1-2*
905	enamorus	FALSE	E	*	2-3*
905	enamorus	FALSE	F	*	2-3*
906	sprigatito	FALSE	A	*	5*
906	sprigatito	FALSE	B	*	4*
906	sprigatito	FALSE	C	*	1-2*
906	sprigatito	FALSE	D	*	1-2*
906	sprigatito	FALSE	E	*	2-3*
906	sprigatito	FALSE	F	*	2-3*
909	skeledirge	TRUE	A	*	5*
909	crocalor	TRUE	B	*	4*
909	fuecoco	TRUE	C	*	1-2*
909	fuecoco	TRUE	D	*	1-2*
909	fuecoco	TRUE	E	*	2-3*
909	crocalor	TRUE	F	*	2-3*
912	quaxly	FALSE	A	*	5*
912	quaxly	FALSE	B	*	4*
912	quaxly	FALSE	C	*	1-2*
912	quaxly	FALSE	D	*	1-2*
912	quaxly	FALSE	E	*	2-3*
912	quaxly	FALSE	F	*	2-3*
912	quaxly	FALSE	A	*	5*
912	quaxly	FALSE	B	*	4*
912	quaxly	FALSE	C	*	1-2*
912	quaxly	FALSE	D	*	1-2*
912	quaxly	FALSE	E	*	2-3*
912	quaxly	FALSE	F	*	2-3*
915	lechonk	FALSE	A	*	5*
915	lechonk	FALSE	B	*	4*
915	lechonk	FALSE	C	*	1-2*
915	lechonk	FALSE	D	*	1-2*
915	lechonk	FALSE	E	*	2-3*
915	lechonk	FALSE	F	*	2-3*
919	lokix	TRUE	A	*	5*
919	lokix	TRUE	B	*	4*
919	nymble	TRUE	C	*	1-2*
919	nymble	TRUE	D	*	1-2*
919	nymble	TRUE	E	*	2-3*
919	lokix	TRUE	F	*	2-3*
921	pawmot	TRUE	A	*	5*
921	pawmo	TRUE	B	*	4*
921	pawmi	TRUE	C	*	1-2*
921	pawmi	TRUE	D	*	1-2*
921	pawmi	TRUE	E	*	2-3*
921	pawmo	TRUE	F	*	2-3*
924	maushold	TRUE	A	*	5*
924	maushold	TRUE	B	*	4*
924	tandemaus	TRUE	C	*	1-2*
924	tandemaus	TRUE	D	*	1-2*
924	tandemaus	TRUE	E	*	2-3*
924	maushold	TRUE	F	*	2-3*
926	dachsbun	TRUE	A	*	5*
926	dachsbun	TRUE	B	*	4*
926	fidough	TRUE	C	*	1-2*
926	fidough	TRUE	D	*	1-2*
926	fidough	TRUE	E	*	2-3*
926	dachsbun	TRUE	F	*	2-3*
928	smoliv	FALSE	A	*	5*
928	smoliv	FALSE	B	*	4*
928	smoliv	FALSE	C	*	1-2*
928	smoliv	FALSE	D	*	1-2*
928	smoliv	FALSE	E	*	2-3*
928	smoliv	FALSE	F	*	2-3*
935	ceruledge	FALSE	A	@	5*
935	charcadet	FALSE	B	@	5*
935	charcadet	FALSE	C	@	1-2*
935	charcadet	FALSE	D	@	1-2*
935	charcadet	FALSE	E	@	3-4*
935	charcadet	FALSE	F	@	3-4*
938	bellibolt	TRUE	A	*	5*
938	bellibolt	TRUE	B	*	4*
938	tadbulb	TRUE	C	*	1-2*
938	tadbulb	TRUE	D	*	1-2*
938	tadbulb	TRUE	E	*	2-3*
938	bellibolt	TRUE	F	*	2-3*
940	kilowattrel	TRUE	A	*	5*
940	kilowattrel	TRUE	B	*	4*
940	wattrel	TRUE	C	*	1-2*
940	wattrel	TRUE	D	*	1-2*
940	wattrel	TRUE	E	*	2-3*
940	kilowattrel	TRUE	F	*	2-3*
951	scovillain	TRUE	A	*	5*
951	scovillain	TRUE	B	*	4*
951	capsakid	TRUE	C	*	1-2*
951	capsakid	TRUE	D	*	1-2*
951	capsakid	TRUE	E	*	2-3*
951	scovillain	TRUE	F	*	2-3*
957	tinkaton	TRUE	A	*	5*
957	tinkatuff	TRUE	B	*	4*
957	tinkatink	TRUE	C	*	1-2*
957	tinkatink	TRUE	D	*	1-2*
957	tinkatink	TRUE	E	*	2-3*
957	tinkatuff	TRUE	F	*	2-3*
960	wiglett	FALSE	A	*	5*
960	wiglett	FALSE	B	*	4*
960	wiglett	FALSE	C	*	1-2*
960	wiglett	FALSE	D	*	1-2*
960	wiglett	FALSE	E	*	2-3*
960	wiglett	FALSE	F	*	2-3*
963	palafin	TRUE	A	*	5*
963	palafin	TRUE	B	*	4*
963	finizen	TRUE	C	*	1-2*
963	finizen	TRUE	D	*	1-2*
963	finizen	TRUE	E	*	2-3*
963	palafin	TRUE	F	*	2-3*
965	revavroom	TRUE	A	*	5*
965	revavroom	TRUE	B	*	4*
965	varoom	TRUE	C	*	1-2*
965	varoom	TRUE	D	*	1-2*
965	varoom	TRUE	E	*	2-3*
965	revavroom	TRUE	F	*	2-3*
967	cyclizar	FALSE	A	*	5*
967	cyclizar	FALSE	B	*	4*
967	cyclizar	FALSE	C	*	1-2*
967	cyclizar	FALSE	D	*	1-2*
967	cyclizar	FALSE	E	*	2-3*
967	cyclizar	FALSE	F	*	2-3*
968	orthworm	FALSE	A	*	5*
968	orthworm	FALSE	B	*	4*
968	orthworm	FALSE	C	*	1-2*
968	orthworm	FALSE	D	*	1-2*
968	orthworm	FALSE	E	*	2-3*
968	orthworm	FALSE	F	*	2-3*
969	glimmora	TRUE	A	*	5*
969	glimmora	TRUE	B	*	4*
969	glimmet	TRUE	C	*	1-2*
969	glimmet	TRUE	D	*	1-2*
969	glimmet	TRUE	E	*	2-3*
969	glimmora	TRUE	F	*	2-3*
971	greavard	FALSE	A	*	5*
971	greavard	FALSE	B	*	4*
971	greavard	FALSE	C	*	1-2*
971	greavard	FALSE	D	*	1-2*
971	greavard	FALSE	E	*	2-3*
971	greavard	FALSE	F	*	2-3*
976	veluza	FALSE	A	*	5*
976	veluza	FALSE	B	*	4*
976	veluza	FALSE	C	*	1-2*
976	veluza	FALSE	D	*	1-2*
976	veluza	FALSE	E	*	2-3*
976	veluza	FALSE	F	*	2-3*
978	tatsugiri	FALSE	A	*	5*
978	tatsugiri	FALSE	B	*	4*
978	tatsugiri	FALSE	C	*	1-2*
978	tatsugiri	FALSE	D	*	1-2*
978	tatsugiri	FALSE	E	*	2-3*
978	tatsugiri	FALSE	F	*	2-3*
984	great_tusk	FALSE	A	*	5*
984	great_tusk	FALSE	B	*	4*
984	great_tusk	FALSE	C	*	1-2*
984	great_tusk	FALSE	D	*	1-2*
984	great_tusk	FALSE	E	*	2-3*
984	great_tusk	FALSE	F	*	2-3*
985	scream_tail	FALSE	A	*	5*
985	scream_tail	FALSE	B	*	4*
985	scream_tail	FALSE	C	*	1-2*
985	scream_tail	FALSE	D	*	1-2*
985	scream_tail	FALSE	E	*	2-3*
985	scream_tail	FALSE	F	*	2-3*
987	flutter_mane	FALSE	A	*	5*
987	flutter_mane	FALSE	B	*	4*
987	flutter_mane	FALSE	C	*	1-2*
987	flutter_mane	FALSE	D	*	1-2*
987	flutter_mane	FALSE	E	*	2-3*
987	flutter_mane	FALSE	F	*	2-3*
988	slither_wing	FALSE	A	*	5*
988	slither_wing	FALSE	B	*	4*
988	slither_wing	FALSE	C	*	1-2*
988	slither_wing	FALSE	D	*	1-2*
988	slither_wing	FALSE	E	*	2-3*
988	slither_wing	FALSE	F	*	2-3*
991	iron_bundle	FALSE	A	*	5*
991	iron_bundle	FALSE	B	*	4*
991	iron_bundle	FALSE	C	*	1-2*
991	iron_bundle	FALSE	D	*	1-2*
991	iron_bundle	FALSE	E	*	2-3*
991	iron_bundle	FALSE	F	*	2-3*
992	iron_hands	FALSE	A	*	5*
992	iron_hands	FALSE	B	*	4*
992	iron_hands	FALSE	C	*	1-2*
992	iron_hands	FALSE	D	*	1-2*
992	iron_hands	FALSE	E	*	2-3*
992	iron_hands	FALSE	F	*	2-3*
996	baxcalibur	TRUE	A	*	5*
996	arctibax	TRUE	B	*	4*
996	frigibax	TRUE	C	*	1-2*
996	frigibax	TRUE	D	*	1-2*
996	frigibax	TRUE	E	*	2-3*
996	arctibax	TRUE	F	*	2-3*
999	gholdengo	TRUE	A	*	5*
999	gholdengo	TRUE	B	*	4*
999	gimmighoul	TRUE	C	*	1-2*
999	gimmighoul	TRUE	D	*	1-2*
999	gimmighoul	TRUE	E	*	2-3*
999	gholdengo	TRUE	F	*	2-3*
1006	iron_valiant	FALSE	A	*	5*
1006	iron_valiant	FALSE	B	*	4*
1006	iron_valiant	FALSE	C	*	1-2*
1006	iron_valiant	FALSE	D	*	1-2*
1006	iron_valiant	FALSE	E	*	2-3*
1006	iron_valiant	FALSE	F	*	2-3*
