Generic Name	Custom Name	User	ON	Evos	Custom Group	Group Name	Name	Item For	Index	Trade	Rarity	Effect	Element	Status	Stat	Target Element	Category	Quantity	Map Status	FamilyOn
0* None	Royal Mantle	regigigas	True	False	regirock, regice, registeel, regigigas	regi_trio			Q	FJN	5*	068: TypedAttack								True
0* None		regirock	True	False	regirock, regice, registeel	regi_trio			R		3*	000: None								True
0* None	Heart Brooch	latias	True	False		lati_duo			A	GB	5*	086: StatusOnCategoryUse		invisible			003: Status			True
3* Bow		latias	True	False		lati_duo			B		4*	056: FastHealer								True
0* None	Eon Veil	latios	True	False		lati_duo			C	GD	5*	036: WeaknessPayback	fairy	paused						True
3* Scarf		latios	True	False		lati_duo			D		4*	041: TrapBuster								True
1* Card		latios	True	False	latias, latios	lati_duo			E		1*	094: PPSaver								True
1* Card		latias	True	False	latias, latios	lati_duo			F		1*	018: DoubleAttacker								True
0* None	Eon Seal	latios	True	False	latias, latios	lati_duo			G	EF	3*	069: GapProber								True
0* None	Heart Crest	latios	True	False	latias, latios	lati_duo			H		3*	000: None								True
0* None	Seabed Veil	kyogre	True	False					A	*	5*	093: AttackRangeInWeather							rain	True
3* Robe		kyogre	True	False					B	*	4*	041: TrapBuster								True
0* None	Seabed Dew	kyogre	True	False					C	*	1*	094: PPSaver								True
0* None	Seabed Coin	kyogre	True	False					D	*	2*	050: Anchor								True
0* None	Seabed Crest	kyogre	True	False					E	*	3*	000: None								True
0* None		kyogre	False	False					F	*	3*	000: None								True
0* None	Terra Ring	groudon	True	False					A	*	5*	093: AttackRangeInWeather							sunny	True
3* Torc		groudon	True	False					B	*	4*	012: GapFiller								True
0* None	Terra Tag	groudon	True	False					C	*	1*	039: WideAttack								True
0* None	Terra Coin	groudon	True	False					D	*	2*	009: LavaTerrain								True
0* None	Terra Crest	groudon	True	False					E	*	3*	000: None								True
0* None		groudon	False	False					F	*	3*	000: None								True
0* None	SkyHigh Veil	rayquaza	True	False					A	*	5*	093: AttackRangeInWeather							clear	True
3* Torc		rayquaza	True	False					B	*	4*	028: StatusImmune		confuse						True
0* None	SkyHigh Tag	rayquaza	True	False					C	*	1*	053: ClutchPerformer								True
0* None	SkyHigh Coin	rayquaza	True	False					D	*	2*	094: PPSaver								True
0* None	SkyHigh Crest	rayquaza	True	False					E	*	3*	000: None								True
0* None		rayquaza	False	False					F	*	3*	000: None								True
0* None	Wish Mantle	jirachi	True	False					A	*	5*	034: MapSurveyor								True
3* Tiara		jirachi	True	False					B	*	4*	010: AllTerrain								True
0* None	Wish Shard	jirachi	True	False					C	*	1*	033: AcuteSniffer								True
0* None	Wish Dust	jirachi	True	False					D	*	2*	032: StairSensor								True
0* None	Wish Tag	jirachi	True	False					E	*	3*	088: DoubleDash								True
0* None		jirachi	False	False					F	*	3*	000: None								True
0* None	Revive Robe	deoxys	True	False					A	*	5*	081: DeepBreatherPlus								True
3* Scarf		deoxys	True	False					B	*	4*	010: AllTerrain								True
1* Beam		deoxys	True	False					C	*	1*	043: WandMaster								True
1* Card		deoxys	True	False					D	*	2*	019: MasterHurler								True
2* Jewel		deoxys	True	False					E	*	3*	022: PressurePlus								True
0* None		deoxys	False	False					F	*	3*	000: None								True
0* None	Forest Torc	torterra	True	True					A	*	5*	095: CelebrateCure								True
0* None	Woody Scarf	grotle	True	True					B	*	4*	047: Celebrate								True
0* None	Lucky Leaf	turtwig	True	True					C	*	1*	015: PracticeSwinger								True
1* Card		turtwig	True	True					D	*	2*	051: BarrageGuard								True
0* None	Sprout Rock	turtwig	True	True					E	*	3*	069: GapProber								True
2* Crest		grotle	False	True					F	*	3*	000: None								True
0* None	Blazing Ruff	infernape	True	True					A	*	5*	085: StatusOnCategoryHit		burn			003: Status			True
0* None	Burst Sash	monferno	True	True					B	*	4*	071: WeatherProtection								True
1* Hair		chimchar	True	True					C	*	1*	029: StatDropImmune			005: Speed					True
1* Fang		chimchar	True	True					D	*	2*	053: ClutchPerformer								True
0* None	Nimble Charm	chimchar	True	True					E	*	3*	055: CloseDodge								True
2* Crest		monferno	False	True					F	*	3*	000: None								True
0* None	Marine Crown	empoleon	True	True					A	*	5*	067: SecondSTAB	ice							True
3* Blade		prinplup	True	True					B	*	4*	047: Celebrate								True
1* Foam		piplup	True	True					C	*	1*	013: PPBoost						2		True
1* Card		piplup	True	True					D	*	2*	051: BarrageGuard								True
0* None	Sea Ore	piplup	True	True					E	*	3*	057: SelfCurer								True
2* Crest		prinplup	False	True					F	*	3*	000: None								True
0* None	Guts Sash	staraptor	True	True					A	*	5*	067: SecondSTAB	fighting							True
0* None	Regret Torc	staravia	True	True					B	*	4*	071: WeatherProtection								True
1* Wing		starly	True	True					C	*	1*	018: DoubleAttacker								True
1* Branch		starly	True	True					D	*	2*	060: ErraticAttacker								True
0* None		starly	True	True					E	*	3*	000: None								True
0* None		staravia	False	True					F	*	3*	000: None								True
0* None	Dam Scarf	bibarel	True	True					A	*	5*	012: GapFiller								True
3* Band		bibarel	True	True					B	*	4*	057: SelfCurer								True
1* Tooth		bidoof	True	True					C	*	1*	094: PPSaver						2		True
1* Card		bidoof	True	True					D	*	2*	053: ClutchPerformer								True
0* None	Fall Charm	bidoof	True	True					E	*	3*	032: StairSensor								True
0* None	River Charm	bibarel	False	True					F	*	3*	000: None								True
3* Torc		kricketune	True	True					A	*	5*	080: NoStatusInWeather							clear	True
3* Robe		kricketune	True	True					B	*	4*	046: RoyalVeil								True
1* Song		kricketot	True	True					C	*	1*	019: MasterHurler								True
1* Card		kricketot	True	True					D	*	2*	023: StatusOnAttack		confuse						True
0* None		kricketot	True	True					E	*	3*	000: None								True
0* None		kricketune	False	True					F	*	3*	000: None								True
0* None	Glare Sash	luxray	True	True					A	*	5*	035: XRay								True
0* None	Spark Scarf	luxio	True	True					B	*	4*	069: GapProber								True
1* Claw		shinx	True	True					C	*	1*	014: DeepBreather								True
1* Fang		shinx	True	True					D	*	2*	053: ClutchPerformer								True
0* None	Flash Tag	shinx	True	True					E	*	3*	038: LungeAttack								True
0* None	Spark Tag	luxio	False	True					F	*	3*	034: MapSurveyor								True
0* None	Skull Helmet	rampardos	True	True					A	*	5*	086: StatusOnCategoryUse		enraged			003: Status			True
3* Band		rampardos	True	True					B	*	4*	049: ExcessiveForce								True
1* Claw		cranidos	True	True					C	*	1*	015: PracticeSwinger								True
1* Fang		cranidos	True	True					D	*	2*	023: StatusOnAttack		flinch						True
2* Crest		cranidos	True	True					E	*	3*	069: GapProber								True
0* None		rampardos	False	True					F	*	3*	000: None								True
0* None	Block Brooch	bastiodon	True	True					A	*	5*	086: StatusOnCategoryUse		retaliate			003: Status			True
3* Torc		bastiodon	True	True					B	*	4*	056: FastHealer								True
1* Claw		shieldon	True	True					C	*	1*	016: MisfortuneMirror								True
1* Card		shieldon	True	True					D	*	2*	059: StatMirror								True
2* Crest		shieldon	True	True					E	*	3*	096: TypeBodyguard	normal							True
0* None		bastiodon	False	True					F	*	3*	000: None								True
3* Bow		mothim	True	True					A	@	5*	089: StatusSplash								True
3* Bow		wormadam	True	True					B	@	5*	086: StatusOnCategoryUse		protect			003: Status			True
1* Branch		burmy	True	True					C	@	1*	006: NVECrit								True
1* Leaf		burmy	True	True					D	@	2*	050: Anchor								True
2* Crest		burmy	True	True					E	@	3*	056: FastHealer								True
2* Charm		burmy	False	True					F	@	3*	010: AllTerrain								True
3* Torc		vespiquen	True	True					A	*	5*	046: RoyalVeil								True
3* Tiara		vespiquen	True	True					B	*	4*	085: StatusOnCategoryHit		infestation			003: Status			True
1* Wing		combee	True	True					C	*	1*	016: MisfortuneMirror								True
1* Card		combee	True	True					D	*	2*	051: BarrageGuard								True
2* Seal		combee	True	True					E	*	3*	050: Anchor								True
0* None		vespiquen	False	True					F	*	3*	000: None								True
0* None	Miracle Bow	pachirisu	True	False					A	*	5*	086: StatusOnCategoryUse		light_screen			003: Status			True
3* Scarf		pachirisu	True	False					B	*	4*	042: ExplosionGuard								True
1* Tooth		pachirisu	True	False					C	*	1*	051: BarrageGuard								True
1* Card		pachirisu	True	False					D	*	2*	053: ClutchPerformer								True
0* None	Rouse Charm	pachirisu	True	False					E	*	3*	073: CheekPouch								True
0* None		pachirisu	False	False					F	*	3*	000: None								True
0* None	Float Aid	floatzel	True	True					A	*	5*	093: AttackRangeInWeather							rain	True
3* Torc		floatzel	True	True					B	*	4*	047: Celebrate								True
1* Fang		buizel	True	True					C	*	1*	023: StatusOnAttack		whirlpool						True
1* Card		buizel	True	True					D	*	2*	039: WideAttack								True
0* None	Swimmer Rock	buizel	True	True					E	*	3*	032: StairSensor								True
0* None	Rescue Rock	floatzel	False	True					F	*	3*	000: None								True
0* None	Petal Dress	cherrim	True	True					A	*	5*	093: AttackRangeInWeather							sunny	True
3* Bow		cherrim	True	True					B	*	4*	054: DistanceDodge								True
1* Seed		cherubi	True	True					C	*	1*	062: FastFriend								True
1* Card		cherubi	True	True					D	*	2*	014: DeepBreather								True
0* None	Cute Ore	cherubi	True	True					E	*	3*	042: ExplosionGuard								True
2* Aroma		cherrim	False	True					F	*	3*	000: None								True
3* Torc		gastrodon	True	True					A	*	5*	056: FastHealer								True
3* Coat		gastrodon	True	True					B	*	4*	073: CheekPouch								True
1* Foam		shellos	True	True					C	*	1*	016: MisfortuneMirror								True
1* Card		shellos	True	True					D	*	2*	052: BetterOdds								True
0* None		shellos	True	True					E	*	3*	000: None								True
0* None		gastrodon	False	True					F	*	3*	000: None								True
0* None	Breeze Scarf	drifblim	True	True					A	*	5*	034: MapSurveyor								True
3* Belt		drifblim	True	True					B	*	4*	073: CheekPouch								True
1* Gasp		drifloon	True	True					C	*	1*	018: DoubleAttacker								True
1* Card		drifloon	True	True					D	*	2*	052: BetterOdds								True
0* None	Wind Heart	drifloon	True	True					E	*	3*	069: GapProber								True
0* None	Easy Charm	drifblim	False	True					F	*	3*	000: None								True
0* None	Allure Coat	lopunny	True	True					A	*	5*	067: SecondSTAB	fighting							True
3* Ruff		lopunny	True	True					B	*	4*	046: RoyalVeil								True
1* Hair		buneary	True	True					C	*	1*	059: StatMirror								True
1* Card		buneary	True	True					D	*	2*	083: Gratitude								True
2* Crest		buneary	True	True					E	*	3*	069: GapProber								True
0* None		lopunny	False	True					F	*	3*	000: None								True
0* None	Scary Belt	purugly	True	True					A	*	5*	085: StatusOnCategoryHit		flinch			003: Status			True
3* Bow		purugly	True	True					B	*	4*	071: WeatherProtection								True
1* Claw		glameow	True	True					C	*	1*	084: HitAndRun								True
1* Fang		glameow	True	True					D	*	2*	023: StatusOnAttack		flinch						True
0* None		glameow	True	True					E	*	3*	000: None								True
0* None		purugly	False	True					F	*	3*	000: None								True
3* Sash		skuntank	True	True					A	*	5*	036: WeaknessPayback	ground	torment						True
3* Scarf		skuntank	True	True					B	*	4*	070: PassThroughAttacker								True
1* Claw		stunky	True	True					C	*	1*	084: HitAndRun								True
1* Fang		stunky	True	True					D	*	2*	028: StatusImmune		burn						True
2* Dust		stunky	True	True					E	*	3*	069: GapProber								True
0* None		skuntank	False	True					F	*	3*	000: None								True
0* None	Mirror Torc	bronzong	True	True					A	*	5*	037: WarpPayback	dark							True
2* Brooch		bronzong	True	True					B	*	4*	028: StatusImmune		freeze						True
1* Beam		bronzor	True	True					C	*	1*	026: SureHitAttacker								True
1* Card		bronzor	True	True					D	*	2*	050: Anchor								True
0* None		bronzor	True	True					E	*	3*	000: None								True
0* None		bronzong	False	True					F	*	3*	000: None								True
3* Scarf		chatot	True	False					A	*	5*	086: StatusOnCategoryUse		mini_counter			003: Status			True
2* Ring		chatot	True	False					B	*	4*	058: StatusMirror								True
1* Song		chatot	True	False					C	*	1*	062: FastFriend								True
1* Card		chatot	True	False					D	*	2*	059: StatMirror								True
0* None		chatot	True	False					E	*	3*	000: None								True
0* None		chatot	False	False					F	*	3*	000: None								True
0* None	Shadow Veil	spiritomb	True	False					A	*	5*	085: StatusOnCategoryHit		heal_block			003: Status			True
3* Mask		spiritomb	True	False					B	*	4*	043: WandMaster								True
1* Card		spiritomb	True	False					C	*	1*	061: ErraticDefender								True
2* Dust		spiritomb	True	False					D	*	2*	050: Anchor								True
2* Seal		spiritomb	True	False					E	*	3*	016: MisfortuneMirror								True
0* None		spiritomb	False	False					F	*	3*	000: None								True
0* None	Mach Scarf	garchomp	True	True					A	*	5*	036: WeaknessPayback	fairy	flinch						True
0* None	Meteor Torc	gabite	True	True					B	*	4*	049: ExcessiveForce								True
1* Fang		gible	True	True					C	*	1*	050: Anchor								True
1* Card		gible	True	True					D	*	2*	088: DoubleDash								True
2* Jewel		gible	True	True					E	*	3*	017: CounterBasher								True
2* Rock		gabite	False	True					F	*	3*	000: None								True
0* None	Ravage Ring	lucario	True	True					A	*	5*	004: TypeBulldozer	fighting			ghost				True
3* Band		lucario	True	True					B	*	4*	034: MapSurveyor								True
1* Tail		riolu	True	True					C	*	1*	033: AcuteSniffer								True
1* Card		riolu	True	True					D	*	2*	094: PPSaver								True
0* None	Valiant Rock	riolu	True	True					E	*	3*	028: StatusImmune		confuse						True
0* None	Pledge Rock	lucario	False	True					F	*	3*	064: HiddenStairFinder								True
0* None	Grit Veil	hippowdon	True	True					A	*	5*	036: WeaknessPayback	grass	sand_tomb						True
3* Scarf		hippowdon	True	True					B	*	4*	042: ExplosionGuard								True
1* Mud		hippopotas	True	True					C	*	1*	083: Gratitude								True
1* Card		hippopotas	True	True					D	*	2*	015: PracticeSwinger								True
0* None		hippopotas	True	True					E	*	3*	000: None								True
0* None		hippowdon	False	True					F	*	3*	000: None								True
0* None	Dust Scarf	drapion	True	True					A	*	5*	037: WarpPayback	ground							True
3* Bow		drapion	True	True					B	*	4*	048: Absorption								True
1* Tail		skorupi	True	True					C	*	1*	006: NVECrit								True
1* Fang		skorupi	True	True					D	*	2*	023: StatusOnAttack		poison_toxic						True
0* None		skorupi	True	True					E	*	3*	000: None								True
0* None		drapion	False	True					F	*	3*	000: None								True
3* Belt		toxicroak	True	True					A	*	5*	004: TypeBulldozer	fighting			ghost				True
3* Torc		toxicroak	True	True					B	*	4*	005: SuperCrit								True
1* Sweat		croagunk	True	True					C	*	1*	084: HitAndRun								True
1* Card		croagunk	True	True					D	*	2*	029: StatDropImmune			001: Attack					True
0* None		croagunk	True	True					E	*	3*	000: None								True
0* None		toxicroak	False	True					F	*	3*	000: None								True
3* Bow		carnivine	True	False					A	*	5*	081: DeepBreatherPlus								True
3* Belt		carnivine	True	False					B	*	4*	013: PPBoost						3		True
1* Fang		carnivine	True	False					C	*	1*	094: PPSaver								True
1* Card		carnivine	True	False					D	*	2*	015: PracticeSwinger								True
2* Crest		carnivine	True	False					E	*	3*	072: RemoveAbilityAttack								True
0* None		carnivine	False	False					F	*	3*	000: None								True
3* Torc		lumineon	True	True					A	*	5*	067: SecondSTAB	bug							True
3* Bow		lumineon	True	True					B	*	4*	046: RoyalVeil								True
1* Foam		finneon	True	True					C	*	1*	029: StatDropImmune			003: MAtk					True
1* Card		finneon	True	True					D	*	2*	039: WideAttack								True
2* Seal		finneon	True	True					E	*	3*	032: StairSensor								True
0* None		lumineon	False	True					F	*	3*	000: None								True
0* None	Frozen Cape	abomasnow	True	True					A	*	5*	080: NoStatusInWeather							hail	True
3* Torc		abomasnow	True	True					B	*	4*	048: Absorption								True
1* Branch		snover	True	True					C	*	1*	014: DeepBreather								True
1* Card		snover	True	True					D	*	2*	052: BetterOdds								True
2* Aroma		snover	True	True					E	*	3*	069: GapProber								True
0* None		abomasnow	False	True					F	*	3*	000: None								True
0* None	Plasma Veil	rotom	True	False					A	*	5*	086: StatusOnCategoryUse		electrified			003: Status			True
2* Ring		rotom	True	False					B	*	4*	041: TrapBuster								True
1* Beam		rotom	True	False					C	*	1*	018: DoubleAttacker								True
1* Card		rotom	True	False					D	*	2*	061: ErraticDefender								True
2* Tag		rotom	True	False					E	*	3*	000: None								True
0* None		rotom	False	False					F	*	3*	000: None								True
0* None	Edify Robe	uxie	True	False		lake_trio			A	BJ	5*	034: MapSurveyor								True
2* Jewel		uxie	True	False		lake_trio			B	GH	3*	013: PPBoost						2		True
0* None	Charity Robe	mesprit	True	False		lake_trio			C	DJ	5*	081: DeepBreatherPlus								True
2* Jewel		mesprit	True	False		lake_trio			D	GH	3*	057: SelfCurer								True
0* None	Hope Robe	azelf	True	False		lake_trio			E	FJ	5*	007: Nontraitor								True
2* Jewel		azelf	True	False		lake_trio			F	GH	3*	039: WideAttack								True
0* None	Spirit Dust	azelf	True	False	uxie, mesprit, azelf	lake_trio			G		1*	027: SpecialAttacker								True
0* None	Spirit Shard	azelf	True	False	uxie, mesprit, azelf	lake_trio			H		2*	062: FastFriend								True
0* None	Red Chain	azelf	True	False	uxie, mesprit, azelf	lake_trio			I	BDF	5*	089: StatusSplash								True
0* None	Spirit Crest	azelf	True	False	uxie, mesprit, azelf	lake_trio			J		3*	053: ClutchPerformer								True
0* None	Time Shield	dialga	True	False					A	*	5*	087: MapStatusOnCategoryUse					002: Magical		trick_room	True
3* Torc		dialga	True	False					B	*	4*	047: Celebrate								True
1* Card		dialga	True	False					C	*	1*	052: BetterOdds								True
2* Shard		dialga	True	False					D	*	2*	094: PPSaver								True
0* None	Time Jewel	dialga	True	False					E	*	3*	057: SelfCurer								True
0* None		dialga	False	False					F	*	3*	000: None								True
0* None	Space Blade	palkia	True	False					A	*	5*	087: MapStatusOnCategoryUse					002: Magical		gravity	True
3* Torc		palkia	True	False					B	*	4*	011: Wallbreaker								True
1* Card		palkia	True	False					C	*	1*	084: HitAndRun								True
2* Shard		palkia	True	False					D	*	2*	033: AcuteSniffer								True
0* None	Space Jewel	palkia	True	False					E	*	3*	041: TrapBuster								True
0* None		palkia	False	False					F	*	3*	000: None								True
0* None	Searing Ring	heatran	True	False					A	*	5*	078: EndureType	ground							True
3* Torc		heatran	True	False					B	*	4*	042: ExplosionGuard								True
1* Fang		heatran	True	False					C	*	1*	052: BetterOdds								True
1* Claw		heatran	True	False					D	*	2*	015: PracticeSwinger								True
2* Rock		heatran	True	False					E	*	3*	076: HealOnNewFloor								True
0* None		heatran	False	False					F	*	3*	000: None								True
0* None	Nether Veil	giratina	True	False					A	*	5*	087: MapStatusOnCategoryUse					003: Status		inverse	True
3* Torc		giratina	True	False					B	*	4*	049: ExcessiveForce								True
1* Card		giratina	True	False					C	*	1*	060: ErraticAttacker								True
2* Shard		giratina	True	False					D	*	2*	061: ErraticDefender								True
2* Jewel		giratina	True	False					E	*	3*	017: CounterBasher								True
0* None		giratina	False	False					F	*	3*	000: None								True
0* None	Lunar Veil	cresselia	True	False					A	*	5*	099: SweetDreams								True
3* Robe		cresselia	True	False					B	*	4*	056: FastHealer								True
1* Beam		cresselia	True	False					C	*	1*	052: BetterOdds								True
1* Card		cresselia	True	False					D	*	2*	062: FastFriend								True
2* Ring		cresselia	True	False					E	*	3*	069: GapProber								True
0* None		cresselia	False	False					F	*	3*	000: None								True
0* None	Tidal Cape	manaphy	True	False		manaphy_phione			A	FC	5*	034: MapSurveyor								True
0* None	Ripple Cape	phione	True	False		manaphy_phione			B	FC	5*	086: StatusOnCategoryUse		aqua_ring			003: Status			True
0* None	Marine Cache	phione	True	False	phione, manaphy	manaphy_phione			C	DE	4*	074: HealInWater								True
1* Song		phione	True	False	phione, manaphy	manaphy_phione			D		1*	014: DeepBreather								True
1* Card		phione	True	False	phione, manaphy	manaphy_phione			E		2*	062: FastFriend								True
0* None	Wave Jewel	phione	True	False	phione, manaphy	manaphy_phione			F	DE	3*	055: CloseDodge								True
2* Brooch		manaphy	True	False	phione, manaphy	manaphy_phione			G		3*	000: None								True
0* None	Eclipse Robe	darkrai	True	False					A	*	5*	036: WeaknessPayback	fighting	sleep						True
3* Veil		darkrai	True	False					B	*	4*	010: AllTerrain								True
1* Card		darkrai	True	False					C	*	1*	013: PPBoost						2		True
1* Beam		darkrai	True	False					D	*	2*	053: ClutchPerformer								True
2* Ring		darkrai	True	False					E	*	3*	070: PassThroughAttacker								True
0* None		darkrai	False	False					F	*	3*	000: None								True
0* None	Purify Veil	shaymin	True	False					A	*	5*	046: RoyalVeil								True
3* Torc		shaymin	True	False					B	*	4*	010: AllTerrain								True
1* Seed		shaymin	True	False					C	*	1*	062: FastFriend								True
2* Aroma		shaymin	True	False					D	*	2*	083: Gratitude								True
2* Seal		shaymin	True	False					E	*	3*	032: StairSensor								True
0* None		shaymin	False	False					F	*	3*	000: None								True
0* None	Victory Crown	victini	True	False					A	*	5*	020: AllyReviver								False
2* Heart		victini	True	False					B	*	4*	081: DeepBreatherPlus								False
1* Wing		victini	True	False					C	*	1*	062: FastFriend								False
1* Hair		victini	True	False					D	*	2*	083: Gratitude								False
2* Charm		victini	True	False					E	*	3*	046: RoyalVeil								False
0* None		victini	False	False					F	*	2-3*	000: None								False
3* Blade		serperior	True	True					A	*	5*	101: ChanceStatOnTypeHit	grass	mod_accuracy				25		True
2* Brooch		servine	True	True					B	*	4*	055: CloseDodge								True
1* Fang		snivy	True	True					C	*	1-2*	069: GapProber								True
1* Leaf		snivy	True	True					D	*	1-2*	104: WeaknessDodge	flying							True
1* Shoot		servine	True	True					E	*	2-3*	038: LungeAttack								True
0* None		servine	False	True					F	*	2-3*	000: None								True
3* Belt		emboar	True	True					A	*	5*	078: EndureType	psychic							True
2* Guard		pignite	True	True					B	*	4*	028: StatusImmune		flinch						True
1* Hair		tepig	True	True					C	*	1-2*	050: Anchor								True
1* Fang		tepig	True	True					D	*	1-2*	039: WideAttack								True
2* Rock		pignite	True	True					E	*	2-3*	024: KnockbackOnAttack								True
0* None		pignite	False	True					F	*	2-3*	000: None								True
3* Armor		samurott	True	True					A	*	5*	079: SpikeDropper					001: Physical			True
2* Crest		dewott	True	True					B	*	4*	047: Celebrate								True
1* Dew		oshawott	True	True					C	*	1-2*	014: DeepBreather								True
1* Fang		oshawott	True	True					D	*	1-2*	015: PracticeSwinger								True
2* Medal		oshawott	True	True					E	*	2-3*	005: SuperCrit								True
0* None		dewott	False	True					F	*	2-3*	000: None								True
3* Glasses		watchog	True	True					A	*	5*	035: XRay								False
3* Belt		watchog	True	True					B	*	4*	073: CheekPouch								False
1* Claw		patrat	True	True					C	*	1*	026: SureHitAttacker								False
1* Beam		patrat	True	True					D	*	2*	023: StatusOnAttack		flinch				35		False
2* Guard		patrat	True	True					E	*	3*	028: StatusImmune		sleep						False
0* None		watchog	False	True					F	*	2-3*	000: None								False
3* Coat		stoutland	True	True					A	*	5*	078: EndureType	fighting							False
2* Heart		herdier	True	True					B	*	4*	095: CelebrateCure								False
1* Tail		lillipup	True	True					C	*	1*	084: HitAndRun								False
1* Fang		lillipup	True	True					D	*	2*	033: AcuteSniffer								False
2* Tag		lillipup	True	True					E	*	3*	071: WeatherProtection								False
0* None		herdier	False	True					F	*	2-3*	000: None								False
3* Choker		liepard	True	True					A	*	5*	101: ChanceStatOnTypeHit	dark	mod_attack				25		False
2* Earring		liepard	True	True					B	*	4*	038: LungeAttack								False
1* Fang		purrloin	True	True					C	*	1-2*	062: FastFriend								False
1* Hair		purrloin	True	True					D	*	1-2*	084: HitAndRun								False
1* Claw		purrloin	True	True					E	*	2-3*	005: SuperCrit								False
0* None		liepard	False	True					F	*	2-3*	000: None								False
3* Veil		musharna	True	True					A	*	5*	099: SweetDreams								False
0* None	Dream Mist	musharna	True	True					B	*	4*	010: AllTerrain								False
1* Song		munna	True	True					C	*	1-2*	014: DeepBreather								False
1* Card		munna	True	True					D	*	1-2*	030: SleepWalker								False
2* Heart		munna	True	True					E	*	2-3*	057: SelfCurer								False
0* None		musharna	False	True					F	*	2-3*	000: None								False
3* Scarf		swoobat	True	True					A	*	5*	085: StatusOnCategoryHit		confuse			002: Magical			True
2* Seal		swoobat	True	True					B	*	4*	091: ProjectileAttack								True
1* Song		woobat	True	True					C	*	1-2*	027: SpecialAttacker								True
1* Wing		woobat	True	True					D	*	1-2*	083: Gratitude								True
2* Heart		woobat	True	True					E	*	2-3*	035: XRay								True
2* Charm		swoobat	False	True					F	*	2-3*	005: SuperCrit								True
3* Scarf		audino	True	False					A	*	5*	081: DeepBreatherPlus								True
3* Tiara		audino	True	False					B	*	4*	046: RoyalVeil								True
1* Song		audino	True	False					C	*	1-2*	053: ClutchPerformer								True
1* Card		audino	True	False					D	*	1-2*	062: FastFriend								True
2* Guard		audino	True	False					E	*	2-3*	056: FastHealer								True
0* None		audino	False	False					F	*	2-3*	000: None								True
3* Armlet		seismitoad	True	True					A	*	5*	085: StatusOnCategoryHit		embargo			001: Physical			False
2* Charm		palpitoad	True	True					B	*	4*	074: HealInWater								False
1* Song		tympole	True	True					C	*	1-2*	084: HitAndRun								False
1* Foam		tympole	True	True					D	*	1-2*	059: StatMirror								False
2* Guard		tympole	True	True					E	*	2-3*	042: ExplosionGuard								False
0* None		palpitoad	False	True					F	*	2-3*	000: None								False
3* Mantle		leavanny	True	True					A	*	5*	078: EndureType	fire							False
3* Shield		swadloon	True	True					B	*	4*	086: StatusOnCategoryUse		quick_guard			003: Status			False
1* Leaf		sewaddle	True	True					C	*	1-2*	029: StatDropImmune			001: Attack					False
1* Dew		sewaddle	True	True					D	*	1-2*	006: NVECrit								False
2* Aroma		sewaddle	True	True					E	*	2-3*	038: LungeAttack								False
2* Guard		swadloon	False	True					F	*	2-3*	055: CloseDodge								False
0* None	Flower Crown	lilligant	True	True					A	*	5*	089: StatusSplash								True
2* Crest		lilligant	True	True					B	*	4*	046: RoyalVeil								True
1* Dew		petilil	True	True					C	*	1*	027: SpecialAttacker								True
1* Leaf		petilil	True	True					D	*	2*	104: WeaknessDodge	flying							True
1* Seed		petilil	True	True					E	*	3*	023: StatusOnAttack		leech_seed						True
0* None		lilligant	False	True					F	*	2-3*	000: None								True
3* Glasses		krookodile	True	True					A	*	5*	035: XRay								False
3* Cape		krokorok	True	True					B	*	4*	080: NoStatusInWeather							sandstorm	False
1* Fang		sandile	True	True					C	*	1*	026: SureHitAttacker								False
1* Tail		sandile	True	True					D	*	2*	033: AcuteSniffer								False
2* Jaw		krokorok	True	True					E	*	3*	049: ExcessiveForce								False
0* None		krokorok	False	True					F	*	2-3*	000: None								False
3* Poncho		maractus	True	False					A	*	5*	080: NoStatusInWeather							sandstorm	False
3* Mask		maractus	True	False					B	*	4*	071: WeatherProtection								False
1* Seed		maractus	True	False					C	*	1-2*	039: WideAttack								False
1* Thorn		maractus	True	False					D	*	1-2*	006: NVECrit								False
0* None		maractus	True	False					E	*	2-3*	000: None								False
0* None		maractus	False	False					F	*	2-3*	000: None								False
3* Poncho		scrafty	True	True					A	*	5*	067: SecondSTAB	poison							True
2* Crest		scrafty	True	True					B	*	4*	049: ExcessiveForce	none							True
1* Tail		scraggy	True	True					C	*	1-2*	055: CloseDodge								True
1* Fang		scraggy	True	True					D	*	1-2*	051: BarrageGuard								True
2* Guard		scraggy	True	True					E	*	2-3*	096: TypeBodyguard	dark							True
0* None		scrafty	False	True					F	*	2-3*	000: None								True
3* Mask		cofagrigus	True	True					A	*	5*	004: TypeBulldozer	ghost			normal				False
2* Seal		cofagrigus	True	True					B	*	4*	010: AllTerrain								False
1* Song		yamask	True	True					C	*	2*	016: MisfortuneMirror								False
1* Card		yamask	True	True					D	*	1*	014: DeepBreather								False
2* Shard		yamask	True	True					E	*	3*	048: Absorption								False
0* None		cofagrigus	False	True					F	*	2-3*	000: None								False
3* Armlet		archeops	True	True					A	*	5*	067: SecondSTAB	dragon							False
2* Crest		archeops	True	True					B	*	4*	097: StatOnCategoryUse		mod_speed			001: Physical	25		False
1* Claw		archen	True	True					C	*	1*	006: NVECrit								False
1* Wing		archen	True	True					D	*	2*	022: PressurePlus								False
2* Rock		archen	True	True					E	*	3*	049: ExcessiveForce								False
0* None		archeops	False	True					F	*	2-3*	000: None								False
