F###	Family	###	Species	Form	Name	Unimplemented	Encounter	Sprited	Diff	Certified	ExObtain	NeedsPlace
719	diancie	719	diancie	1	Mega Diancie	diamond_storm	TEMP	True	True	False	False	
720	hoopa	720	hoopa	0	Confined Hoopa	hyperspace_hole		True	False	True	False	
720	hoopa	720	hoopa	1	Hoopa Unbound	hyperspace_fury		True	True	True	False	
721	volcanion	721	volcanion	0	Volcanion	steam_eruption		True	False	True	False	
722	rowlet	722	rowlet	0	Rowlet			True	False	True	False	
722	rowlet	723	dartrix	0	Dartrix			True	False	True	False	
722	rowlet	724	decidueye	0	Decidueye			True	False	True	False	
722	rowlet	724	decidueye	1	Hisuian Decidueye	triple_arrows		False	False	False	False	
725	litten	725	litten	0	Litten			True	False	True	False	
725	litten	726	torracat	0	Torracat			True	True	False	False	
725	litten	727	incineroar	0	Incineroar	darkest_lariat throat_chop		True	True	False	False	
728	popplio	728	popplio	0	Popplio			True	False	True	False	
728	popplio	729	brionne	0	Brionne			True	False	True	False	
728	popplio	730	primarina	0	Primarina	sparkling_aria		True	False	True	False	
731	pikipek	731	pikipek	0	Pikipek			False	False	False	False	
731	pikipek	732	trumbeak	0	Trumbeak			False	False	False	False	
731	pikipek	733	toucannon	0	Toucannon	beak_blast		False	False	False	False	
734	yungoos	734	yungoos	0	Yungoos			False	False	False	False	
734	yungoos	735	gumshoos	0	Gumshoos			False	False	False	False	
736	grubbin	736	grubbin	0	Grubbin			True	True	False	False	
736	grubbin	737	charjabug	0	Charjabug	battery		True	True	False	False	
736	grubbin	738	vikavolt	0	Vikavolt			True	True	False	False	
739	crabrawler	739	crabrawler	0	Crabrawler			True	True	False	False	
739	crabrawler	740	crabominable	0	Crabominable	ice_hammer		True	False	True	False	
741	oricorio	741	oricorio	0	Baile Oricorio	dancer revelation_dance		False	False	False	False	
741	oricorio	741	oricorio	1	Pom-pom Oricorio	dancer revelation_dance		False	False	False	False	
741	oricorio	741	oricorio	2	Pa’u Oricorio	dancer revelation_dance		False	False	False	False	
741	oricorio	741	oricorio	3	Sensu Oricorio	dancer revelation_dance		False	False	False	False	
742	cutiefly	742	cutiefly	0	Cutiefly		moonlit_courtyard	True	False	True	False	
742	cutiefly	743	ribombee	0	Ribombee		EVOLVE	True	False	True	False	
744	rockruff	744	rockruff	0	Rockruff		forsaken_desert	True	False	True	False	
744	rockruff	745	lycanroc	0	Midday Lycanroc		forsaken_desert	True	False	True	False	
744	rockruff	745	lycanroc	1	Midnight Lycanroc		forsaken_desert	True	False	True	False	
744	rockruff	745	lycanroc	2	Dusk Lycanroc		EVOLVE	True	False	True	False	
746	wishiwashi	746	wishiwashi	0	Solo Wishiwashi	schooling tearful_look		True	True	False	False	
746	wishiwashi	746	wishiwashi	1	School Wishiwashi	schooling tearful_look	TEMP	False	False	False	False	
747	mareanie	747	mareanie	0	Mareanie	merciless liquidation		True	False	True	False	
747	mareanie	748	toxapex	0	Toxapex	merciless baneful_bunker liquidation		False	False	False	False	
749	mudbray	749	mudbray	0	Mudbray	high_horsepower		True	False	True	False	
749	mudbray	750	mudsdale	0	Mudsdale	high_horsepower		False	False	False	False	
751	dewpider	751	dewpider	0	Dewpider	water_bubble lunge liquidation		True	True	True	False	
751	dewpider	752	araquanid	0	Araquanid	water_bubble lunge liquidation		True	True	True	False	
753	fomantis	753	fomantis	0	Fomantis			True	False	True	False	
753	fomantis	754	lurantis	0	Lurantis	solar_blade		True	False	True	False	
755	morelull	755	morelull	0	Morelull	strength_sap spotlight		True	False	True	False	
755	morelull	756	shiinotic	0	Shiinotic	strength_sap spotlight		False	False	False	False	
757	salandit	757	salandit	0	Salandit		lava_floe_island	True	False	True	False	
757	salandit	758	salazzle	0	Salazzle		lava_floe_island	True	True	True	False	
759	stufful	759	stufful	0	Stufful	fluffy		True	False	True	False	
759	stufful	760	bewear	0	Bewear	fluffy		False	False	False	False	
761	bounsweet	761	bounsweet	0	Bounsweet			True	False	True	False	
761	bounsweet	762	steenee	0	Steenee			True	False	True	False	
761	bounsweet	763	tsareena	0	Tsareena	trop_kick		True	False	True	False	
764	comfey	764	comfey	0	Comfey		secret_garden	True	False	True	False	
765	oranguru	765	oranguru	0	Oranguru	instruct		False	False	False	False	
766	passimian	766	passimian	0	Passimian			False	False	False	False	
767	wimpod	767	wimpod	0	Wimpod	wimp_out		True	True	True	False	
767	wimpod	768	golisopod	0	Golisopod	emergency_exit liquidation		True	True	True	False	
769	sandygast	769	sandygast	0	Sandygast	water_compaction shore_up		True	False	True	False	
769	sandygast	770	palossand	0	Palossand	water_compaction shore_up		True	True	True	False	
771	pyukumuku	771	pyukumuku	0	Pyukumuku	innards_out purify		True	True	False	False	
772	type_null	772	type_null	0	Type: Null			True	False	True	False	
772	type_null	773	silvally	0	Silvally	rks_system multi_attack		True	False	True	False	
772	type_null	773	silvally	1	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	2	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	3	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	4	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	5	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	6	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	7	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	8	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	9	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	10	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	11	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	12	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	13	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	14	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	15	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	16	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
772	type_null	773	silvally	17	Silvally	rks_system multi_attack	TEMP	True	False	True	False	
774	minior	774	minior	0	Red Meteor Minior			True	False	True	False	
774	minior	774	minior	1	Orange Meteor Minior		TEMP	True	False	True	False	
774	minior	774	minior	2	Yellow Meteor Minior		TEMP	True	False	True	False	
774	minior	774	minior	3	Green Meteor Minior		TEMP	True	False	True	False	
774	minior	774	minior	4	Blue Meteor Minior		TEMP	True	False	True	False	
774	minior	774	minior	5	Indigo Meteor Minior		TEMP	True	False	True	False	
774	minior	774	minior	6	Violet Meteor Minior		TEMP	True	False	True	False	
774	minior	774	minior	7	Red Core Minior			True	False	True	False	
774	minior	774	minior	8	Orange Core Minior			True	False	True	False	
774	minior	774	minior	9	Yellow Core Minior			True	False	True	False	
774	minior	774	minior	10	Green Core Minior			True	False	True	False	
774	minior	774	minior	11	Blue Core Minior			True	False	True	False	
774	minior	774	minior	12	Indigo Core Minior			True	False	True	False	
774	minior	774	minior	13	Violet Core Minior			True	False	True	False	
775	komala	775	komala	0	Komala	comatose		False	False	False	False	
776	turtonator	776	turtonator	0	Turtonator	shell_trap		True	False	True	False	
777	togedemaru	777	togedemaru	0	Togedemaru	spiky_shield	copper_quarry	True	False	True	False	
778	mimikyu	778	mimikyu	0	Disguised Mimikyu			True	False	True	False	
778	mimikyu	778	mimikyu	1	Busted Mimikyu		TEMP	True	False	True	False	
779	bruxish	779	bruxish	0	Bruxish	psychic_fangs		True	False	True	False	
780	drampa	780	drampa	0	Drampa		sleeping_caldera	True	False	True	False	
781	dhelmise	781	dhelmise	0	Dhelmise		castaway_cave	True	False	True	False	
782	jangmo_o	782	jangmo_o	0	Jangmo-o			True	False	True	False	
782	jangmo_o	783	hakamo_o	0	Hakamo-o			True	False	True	False	
782	jangmo_o	784	kommo_o	0	Kommo-o	clanging_scales		True	False	True	False	
785	tapu_koko	785	tapu_koko	0	Tapu Koko	natures_madness		True	False	True	False	
786	tapu_lele	786	tapu_lele	0	Tapu Lele	natures_madness		True	False	True	False	
787	tapu_bulu	787	tapu_bulu	0	Tapu Bulu	natures_madness		True	False	True	False	
788	tapu_fini	788	tapu_fini	0	Tapu Fini	natures_madness		True	False	True	False	
789	cosmog	789	cosmog	0	Cosmog			True	False	True	False	
789	cosmog	790	cosmoem	0	Cosmoem			True	False	True	False	
789	cosmog	791	solgaleo	0	Solgaleo	sunsteel_strike		True	False	True	False	
789	cosmog	792	lunala	0	Lunala	moongeist_beam		True	True	False	False	
793	nihilego	793	nihilego	0	Nihilego			True	False	True	False	
794	buzzwole	794	buzzwole	0	Buzzwole	lunge		True	False	True	False	
795	pheromosa	795	pheromosa	0	Pheromosa	lunge		True	True	True	False	
796	xurkitree	796	xurkitree	0	Xurkitree			True	False	True	False	
797	celesteela	797	celesteela	0	Celesteela			True	False	True	False	
798	kartana	798	kartana	0	Kartana	laser_focus		True	False	True	False	
799	guzzlord	799	guzzlord	0	Guzzlord	stomping_tantrum		True	False	True	False	
800	necrozma	800	necrozma	0	Necrozma			True	False	True	False	
800	necrozma	800	necrozma	1	Dusk Necrozma	photon_geyser		True	False	True	False	
800	necrozma	800	necrozma	2	Dawn Necrozma	photon_geyser		False	False	False	False	
800	necrozma	800	necrozma	3	Ultra Necrozma	photon_geyser		True	False	True	False	
801	magearna	801	magearna	0	Magearna	soul_heart gear_up fleur_cannon		True	False	True	False	
801	magearna	801	magearna	1	Original Magearna	soul_heart gear_up fleur_cannon		True	False	True	False	
802	marshadow	802	marshadow	0	Marshadow	laser_focus spectral_thief		True	False	True	False	
803	poipole	803	poipole	0	Poipole			True	False	True	False	
803	poipole	804	naganadel	0	Naganadel			True	False	True	False	
805	stakataka	805	stakataka	0	Stakataka			True	False	True	False	
806	blacephalon	806	blacephalon	0	Blacephalon	mind_blown		True	False	True	False	
807	zeraora	807	zeraora	0	Zeraora	plasma_fists		True	False	True	False	
808	meltan	808	meltan	0	Meltan			False	False	False	False	
808	meltan	809	melmetal	0	Melmetal	double_iron_bash		True	True	False	False	
808	meltan	809	melmetal	1	Gigantamax Melmetal		TEMP	False	False	False	False	
810	grookey	810	grookey	0	Grookey	branch_poke		True	True	True	False	
810	grookey	811	thwackey	0	Thwackey	branch_poke		False	False	False	False	
810	grookey	812	rillaboom	0	Rillaboom	drum_beating branch_poke		False	False	False	False	
810	grookey	812	rillaboom	1	Gigantamax Rillaboom		TEMP	False	False	False	False	
813	scorbunny	813	scorbunny	0	Scorbunny			True	False	True	False	
813	scorbunny	814	raboot	0	Raboot			True	False	True	False	
813	scorbunny	815	cinderace	0	Cinderace			True	False	True	False	
813	scorbunny	815	cinderace	1	Gigantamax Cinderace		TEMP	False	False	False	False	
816	sobble	816	sobble	0	Sobble	tearful_look liquidation		True	False	True	False	
816	sobble	817	drizzile	0	Drizzile	tearful_look liquidation		True	False	True	False	
816	sobble	818	inteleon	0	Inteleon	snipe_shot tearful_look liquidation		True	False	True	False	
816	sobble	818	inteleon	1	Gigantamax Inteleon		TEMP	False	False	False	False	
819	skwovet	819	skwovet	0	Skwovet	stuff_cheeks		False	False	False	False	
819	skwovet	820	greedent	0	Greedent	stuff_cheeks		False	False	False	False	
821	rookidee	821	rookidee	0	Rookidee	power_trip		False	False	False	False	
821	rookidee	822	corvisquire	0	Corvisquire	power_trip		True	True	False	False	
821	rookidee	823	corviknight	0	Corviknight	power_trip		True	True	False	False	
821	rookidee	823	corviknight	1	Gigantamax Corviknight		TEMP	False	False	False	False	
824	blipbug	824	blipbug	0	Blipbug			False	False	False	False	
824	blipbug	825	dottler	0	Dottler			False	False	False	False	
824	blipbug	826	orbeetle	0	Orbeetle			False	False	False	False	
824	blipbug	826	orbeetle	1	Gigantamax Orbeetle		TEMP	False	False	False	False	
827	nickit	827	nickit	0	Nickit			True	False	True	False	
827	nickit	828	thievul	0	Thievul		forsaken_desert	True	False	True	False	
829	gossifleur	829	gossifleur	0	Gossifleur	cotton_down		False	False	False	False	
829	gossifleur	830	eldegoss	0	Eldegoss	cotton_down		True	False	True	False	
831	wooloo	831	wooloo	0	Wooloo	fluffy		True	False	True	False	
831	wooloo	832	dubwool	0	Dubwool	fluffy		False	False	False	False	
833	chewtle	833	chewtle	0	Chewtle	jaw_lock liquidation		True	True	False	False	
833	chewtle	834	drednaw	0	Drednaw	jaw_lock liquidation		False	False	False	False	
833	chewtle	834	drednaw	1	Gigantamax Drednaw		TEMP	False	False	False	False	
835	yamper	835	yamper	0	Yamper			True	False	True	False	
835	yamper	836	boltund	0	Boltund	electrify		False	False	False	False	
837	rolycoly	837	rolycoly	0	Rolycoly	steam_engine		False	False	False	False	
837	rolycoly	838	carkol	0	Carkol	steam_engine burn_up		False	False	False	False	
837	rolycoly	839	coalossal	0	Coalossal	steam_engine tar_shot burn_up		False	False	False	False	
837	rolycoly	839	coalossal	1	Gigantamax Coalossal	steam_engine	TEMP	False	False	False	False	
840	applin	840	applin	0	Applin			True	False	True	True	
840	applin	841	flapple	0	Flapple			True	False	True	True	
840	applin	841	flapple	1	Gigantamax Flapple		TEMP	False	False	False	False	
840	applin	842	appletun	0	Appletun			True	False	True	True	
840	applin	842	appletun	1	Gigantamax Appletun		TEMP	False	False	False	False	
843	silicobra	843	silicobra	0	Silicobra	sand_spit		True	True	False	False	
843	silicobra	844	sandaconda	0	Sandaconda	sand_spit		True	True	False	False	
843	silicobra	844	sandaconda	1	Gigantamax Sandaconda	sand_spit	TEMP	False	False	False	False	
845	cramorant	845	cramorant	0	Cramorant	gulp_missile		True	False	True	False	
845	cramorant	845	cramorant	1	Gulping Cramorant	gulp_missile	TEMP	False	False	False	False	
845	cramorant	845	cramorant	2	Gorging Cramorant	gulp_missile	TEMP	False	False	False	False	
846	arrokuda	846	arrokuda	0	Arrokuda	propeller_tail laser_focus liquidation		True	False	True	False	
846	arrokuda	847	barraskewda	0	Barraskewda	propeller_tail throat_chop laser_focus liquidation		False	False	False	False	
848	toxel	848	toxel	0	Toxel	tearful_look		True	True	True	False	
848	toxel	849	toxtricity	0	Amped Toxtricity	punk_rock tearful_look overdrive		True	False	True	False	
848	toxel	849	toxtricity	1	Low Key Toxtricity	punk_rock tearful_look overdrive		False	False	False	False	
848	toxel	849	toxtricity	2	Gigantamax Amped Toxtricity	punk_rock	TEMP	False	False	False	False	
848	toxel	849	toxtricity	3	Gigantamax Low Key Toxtricity	punk_rock	TEMP	False	False	False	False	
850	sizzlipede	850	sizzlipede	0	Sizzlipede	fire_lash lunge burn_up		False	False	False	False	
850	sizzlipede	851	centiskorch	0	Centiskorch	fire_lash lunge burn_up		False	False	False	False	
850	sizzlipede	851	centiskorch	1	Gigantamax Centiskorch		TEMP	False	False	False	False	
852	clobbopus	852	clobbopus	0	Clobbopus			True	True	True	False	
852	clobbopus	853	grapploct	0	Grapploct	octolock topsy_turvy		False	False	False	False	
854	sinistea	854	sinistea	0	Phony Sinistea			True	False	True	False	
854	sinistea	854	sinistea	1	Antique Sinistea			False	False	False	False	
854	sinistea	855	polteageist	0	Phony Polteageist	teatime strength_sap		True	True	False	False	
854	sinistea	855	polteageist	1	Antique Polteageist	teatime strength_sap		False	False	False	False	
856	hatenna	856	hatenna	0	Hatenna		trickster_woods	True	False	True	False	
856	hatenna	857	hattrem	0	Hattrem		EVOLVE	True	False	True	False	
856	hatenna	858	hatterene	0	Hatterene	magic_powder	EVOLVE	True	False	True	False	
856	hatenna	858	hatterene	1	Gigantamax Hatterene		TEMP	False	False	False	False	
859	impidimp	859	impidimp	0	Impidimp			True	False	True	False	
859	impidimp	860	morgrem	0	Morgrem	false_surrender		True	False	True	False	
859	impidimp	861	grimmsnarl	0	Grimmsnarl	spirit_break false_surrender		True	False	True	False	
859	impidimp	861	grimmsnarl	1	Gigantamax Grimmsnarl		TEMP	False	False	False	False	
868	milcery	868	milcery	0	Milcery			False	False	False	False	
868	milcery	869	alcremie	0	Vanilla Cream Alcremie		moonlit_courtyard	True	False	True	False	
868	milcery	869	alcremie	1	Vanilla Cream Alcremie		moonlit_courtyard	True	False	True	False	
868	milcery	869	alcremie	2	Vanilla Cream Alcremie		moonlit_courtyard	True	False	True	False	
868	milcery	869	alcremie	3	Vanilla Cream Alcremie		moonlit_courtyard	True	False	True	False	
868	milcery	869	alcremie	4	Vanilla Cream Alcremie		moonlit_courtyard	True	False	True	False	
868	milcery	869	alcremie	5	Vanilla Cream Alcremie		moonlit_courtyard	True	False	True	False	
868	milcery	869	alcremie	6	Vanilla Cream Alcremie		moonlit_courtyard	True	False	True	False	
868	milcery	869	alcremie	7	Ruby Cream Alcremie		relic_tower	True	False	True	False	
868	milcery	869	alcremie	8	Ruby Cream Alcremie		relic_tower	True	False	True	False	
868	milcery	869	alcremie	9	Ruby Cream Alcremie		relic_tower	True	False	True	False	
868	milcery	869	alcremie	10	Ruby Cream Alcremie		relic_tower	True	False	True	False	
868	milcery	869	alcremie	11	Ruby Cream Alcremie		relic_tower	True	False	True	False	
868	milcery	869	alcremie	12	Ruby Cream Alcremie		relic_tower	True	False	True	False	
868	milcery	869	alcremie	13	Ruby Cream Alcremie		relic_tower	True	False	True	False	
868	milcery	869	alcremie	14	Matcha Cream Alcremie		veiled_ridge	True	False	True	False	
868	milcery	869	alcremie	15	Matcha Cream Alcremie		veiled_ridge	True	False	True	False	
868	milcery	869	alcremie	16	Matcha Cream Alcremie		veiled_ridge	True	False	True	False	
868	milcery	869	alcremie	17	Matcha Cream Alcremie		veiled_ridge	True	False	True	False	
868	milcery	869	alcremie	18	Matcha Cream Alcremie		veiled_ridge	True	False	True	False	
868	milcery	869	alcremie	19	Matcha Cream Alcremie		veiled_ridge	True	False	True	False	
868	milcery	869	alcremie	20	Matcha Cream Alcremie		veiled_ridge	True	False	True	False	
868	milcery	869	alcremie	21	Mint Cream Alcremie		sickly_hollow	True	False	True	False	
868	milcery	869	alcremie	22	Mint Cream Alcremie		sickly_hollow	True	False	True	False	
868	milcery	869	alcremie	23	Mint Cream Alcremie		sickly_hollow	True	False	True	False	
868	milcery	869	alcremie	24	Mint Cream Alcremie		sickly_hollow	True	False	True	False	
868	milcery	869	alcremie	25	Mint Cream Alcremie		sickly_hollow	True	False	True	False	
868	milcery	869	alcremie	26	Mint Cream Alcremie		sickly_hollow	True	False	True	False	
868	milcery	869	alcremie	27	Mint Cream Alcremie		sickly_hollow	True	False	True	False	
868	milcery	869	alcremie	28	Lemon Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	29	Lemon Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	30	Lemon Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	31	Lemon Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	32	Lemon Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	33	Lemon Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	34	Lemon Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	35	Salted Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	36	Salted Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	37	Salted Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	38	Salted Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	39	Salted Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	40	Salted Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	41	Salted Cream Alcremie			True	False	True	False	
868	milcery	869	alcremie	42	Ruby Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	43	Ruby Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	44	Ruby Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	45	Ruby Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	46	Ruby Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	47	Ruby Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	48	Ruby Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	49	Caramel Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	50	Caramel Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	51	Caramel Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	52	Caramel Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	53	Caramel Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	54	Caramel Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	55	Caramel Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	56	Rainbow Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	57	Rainbow Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	58	Rainbow Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	59	Rainbow Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	60	Rainbow Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	61	Rainbow Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	62	Rainbow Swirl Alcremie			True	False	True	False	
868	milcery	869	alcremie	63	Gigantamax Alcremie		TEMP	False	False	False	False	
868	milcery	869	alcremie	64	Gigantamax Alcremie		TEMP	False	False	False	False	
868	milcery	869	alcremie	65	Gigantamax Alcremie		TEMP	False	False	False	False	
868	milcery	869	alcremie	66	Gigantamax Alcremie		TEMP	False	False	False	False	
868	milcery	869	alcremie	67	Gigantamax Alcremie		TEMP	False	False	False	False	
868	milcery	869	alcremie	68	Gigantamax Alcremie		TEMP	False	False	False	False	
868	milcery	869	alcremie	69	Gigantamax Alcremie		TEMP	False	False	False	False	
870	falinks	870	falinks	0	Falinks	no_retreat		False	False	False	False	
871	pincurchin	871	pincurchin	0	Pincurchin			False	False	False	False	
872	snom	872	snom	0	Snom			True	False	True	False	
872	snom	873	frosmoth	0	Frosmoth		snowbound_path	True	True	True	False	
874	stonjourner	874	stonjourner	0	Stonjourner	power_spot		True	True	False	False	
875	eiscue	875	eiscue	0	Ice Eiscue		snowbound_path	True	True	True	False	
875	eiscue	875	eiscue	1	Noice Eiscue		TEMP	True	True	False	False	
876	indeedee	876	indeedee	0	Male Indeedee			True	False	True	False	
876	indeedee	876	indeedee	1	Female Indeedee			True	False	True	False	
877	morpeko	877	morpeko	0	Full Belly Morpeko	hunger_switch power_trip aura_wheel		True	True	False	False	
877	morpeko	877	morpeko	1	Hangry Morpeko	hunger_switch power_trip aura_wheel		True	True	False	False	
878	cufant	878	cufant	0	Cufant	high_horsepower		False	False	False	False	
878	cufant	879	copperajah	0	Copperajah	high_horsepower		False	False	False	False	
878	cufant	879	copperajah	1	Gigantamax Copperajah		TEMP	False	False	False	False	
880	dracozolt	880	dracozolt	0	Dracozolt	bolt_beak		False	False	False	False	
881	arctozolt	881	arctozolt	0	Arctozolt	bolt_beak		True	True	False	False	
882	dracovish	882	dracovish	0	Dracovish	fishious_rend		True	True	False	False	
883	arctovish	883	arctovish	0	Arctovish	fishious_rend		False	False	False	False	
884	duraludon	884	duraludon	0	Duraludon	stalwart breaking_swipe laser_focus		True	True	False	False	
884	duraludon	884	duraludon	1	Gigantamax Duraludon	stalwart	TEMP	False	False	False	False	
885	dreepy	885	dreepy	0	Dreepy			True	False	True	False	
885	dreepy	886	drakloak	0	Drakloak			True	False	True	False	
885	dreepy	887	dragapult	0	Dragapult	dragon_darts		True	False	True	False	
888	zacian	888	zacian	0	Zacian	intrepid_sword laser_focus		False	False	False	False	
888	zacian	888	zacian	1	Crowned Zacian	intrepid_sword laser_focus		False	False	False	False	
889	zamazenta	889	zamazenta	0	Zamazenta	dauntless_shield laser_focus		False	False	False	False	
889	zamazenta	889	zamazenta	1	Crowned Zamazenta	dauntless_shield laser_focus		False	False	False	False	
890	eternatus	890	eternatus	0	Eternatus	dynamax_cannon eternabeam		True	False	True	False	
890	eternatus	890	eternatus	1	Eternamax Eternatus	dynamax_cannon eternabeam		False	False	False	False	
891	kubfu	891	kubfu	0	Kubfu			True	True	False	False	
891	kubfu	892	urshifu	0	Single Strike Urshifu	unseen_fist wicked_blow		True	False	True	False	
891	kubfu	892	urshifu	1	Rapid Strike Urshifu	unseen_fist surging_strikes		True	False	True	False	
891	kubfu	892	urshifu	2	Gigantamax Single Strike Urshifu	unseen_fist	TEMP	False	False	False	False	
891	kubfu	892	urshifu	3	Gigantamax Rapid Strike Urshifu	unseen_fist	TEMP	False	False	False	False	
893	zarude	893	zarude	0	Zarude	jungle_healing		False	False	False	False	
894	regieleki	894	regieleki	0	Regieleki	thunder_cage		True	False	True	False	
895	regidrago	895	regidrago	0	Regidrago	laser_focus dragon_energy		True	False	True	False	
896	glastrier	896	glastrier	0	Glastrier	chilling_neigh		False	False	False	False	
897	spectrier	897	spectrier	0	Spectrier	grim_neigh		True	False	True	False	
898	calyrex	898	calyrex	0	Calyrex			False	False	False	False	
898	calyrex	898	calyrex	1	Ice Calyrex	as_one_chill glacial_lance		False	False	False	False	
898	calyrex	898	calyrex	2	Shadow Calyrex	as_one_grim astral_barrage		False	False	False	False	
905	enamorus	905	enamorus	0	Incarnate Enamorus	springtide_storm		True	False	True	False	
905	enamorus	905	enamorus	1	Therian Enamorus	springtide_storm		True	False	True	False	
906	sprigatito	906	sprigatito	0	Sprigatito			True	False	True	False	
906	sprigatito	907	floragato	0	Floragato			False	False	False	False	
906	sprigatito	908	meowscarada	0	Meowscarada	flower_trick		False	False	False	False	
909	fuecoco	909	fuecoco	0	Fuecoco			True	False	True	False	
909	fuecoco	910	crocalor	0	Crocalor			True	True	False	False	
909	fuecoco	911	skeledirge	0	Skeledirge	torch_song		True	True	False	False	
912	quaxly	912	quaxly	0	Quaxly	aqua_cutter liquidation		True	False	True	False	
912	quaxly	913	quaxwell	0	Quaxwell	aqua_cutter liquidation		False	False	False	False	
912	quaxly	914	quaquaval	0	Quaquaval	aqua_step aqua_cutter liquidation wave_crash		True	True	False	False	
915	lechonk	915	lechonk	0	Lechonk			True	False	True	False	
915	lechonk	916	oinkologne	0	Oinkologne	lingering_aroma		False	False	False	False	
915	lechonk	916	oinkologne	1	Oinkologne			False	False	False	False	
917	tarountula	917	tarountula	0	Tarountula	throat_chop		False	False	False	False	
917	tarountula	918	spidops	0	Spidops	silk_trap throat_chop		False	False	False	False	
919	nymble	919	nymble	0	Nymble			True	False	True	False	
919	nymble	920	lokix	0	Lokix	lunge throat_chop axe_kick		True	False	True	False	
921	pawmi	921	pawmi	0	Pawmi			True	False	True	False	
921	pawmi	922	pawmo	0	Pawmo			True	False	True	False	
921	pawmi	923	pawmot	0	Pawmot	revival_blessing double_shock		True	False	True	False	
924	tandemaus	924	tandemaus	0	Tandemaus			True	False	True	False	
924	tandemaus	925	maushold	0	Maushold	tidy_up		True	True	True	False	
924	tandemaus	925	maushold	1	Maushold	tidy_up		True	True	True	False	
926	fidough	926	fidough	0	Fidough			True	False	True	False	
926	fidough	927	dachsbun	0	Dachsbun	well_baked_body		False	False	False	False	
928	smoliv	928	smoliv	0	Smoliv	terrain_pulse		True	False	True	False	
928	smoliv	929	dolliv	0	Dolliv	terrain_pulse		False	False	False	False	
928	smoliv	930	arboliva	0	Arboliva	seed_sower terrain_pulse		False	False	False	False	
931	squawkabilly	931	squawkabilly	0	Squawkabilly			False	False	False	False	
931	squawkabilly	931	squawkabilly	1	Squawkabilly			False	False	False	False	
931	squawkabilly	931	squawkabilly	2	Squawkabilly			False	False	False	False	
931	squawkabilly	931	squawkabilly	3	Squawkabilly			False	False	False	False	
932	nacli	932	nacli	0	Nacli	purifying_salt		False	False	False	False	
932	nacli	933	naclstack	0	Naclstack	purifying_salt salt_cure		False	False	False	False	
