Key		EN	DE	ES	ZH-HANS	FR	IT	KO	JA	JA-JP	ZH-HANT
0221-tangling_hair-0000|data.Name		Tangling Hair	Lockenkopf	Rizos Rebeldes	卷发	Mèche Rebelle	Boccolidoro	컬리헤어	カーリーヘアー	カーリーヘアー	捲髮
0221-tangling_hair-0001|data.Desc		Contact with the Pokémon lowers the attacker's Speed stat.	Senkt bei Berührung im Zuge eines Angriffs die Initiative des Angreifers.	Baja la Velocidad del rival cuando este ataca al Pokémon con un movimiento de contacto.	对于用攻击接触到自己的对手，会降低其速度。	Baisse la Vitesse de l'attaquant lorsque le Pokémon subit une attaque directe.	Se il Pokémon viene colpito da un attacco diretto, la Velocità di chi l'ha colpito diminuisce.	공격으로 자신과 접촉한 상대의 스피드를 떨어뜨린다.	こうげきで　じぶんに　ふれた　あいての すばやさを　さげる。	攻撃で　自分に　触れた　相手の 素早さを　下げる。	對手用攻擊接觸到自己時， 降低此對手的速度。
0222-receiver-0000|data.Name		Receiver	Receiver	Receptor	接球手	Receveur	Ricezione	리시버	レシーバー	レシーバー	接球手
0222-receiver-0001|data.Desc		The Pokémon copies the Ability of an ally.									
0223-power_of_alchemy-0000|data.Name		Power of Alchemy	Chemiekraft	Reacción Química	化学之力	Osmose	Forza Chimica	과학의힘	かがくのちから	かがくのちから	化學之力
0223-power_of_alchemy-0001|data.Desc		The Pokémon copies the Ability of an ally.									
0224-beast_boost-0000|data.Name		Beast Boost	Bestien-Boost	Ultraimpulso	异兽提升	Boost Chimère	Ultraboost	비스트부스트	ビーストブースト	ビーストブースト	異獸提升
0224-beast_boost-0001|data.Desc		The Pokémon may boost its most proficient stat each time it knocks out a Pokémon with a move.									
0225-rks_system-0000|data.Name		RKS System	Alpha-System	Sistema Alfa	ＡＲ系统	Système Alpha	Sistema Primevo	AR시스템	ＡＲシステム	ＡＲシステム	ＡＲ系統
0225-rks_system-0001|data.Desc		Changes the Pokémon's type to match the memory disc it holds.	Das Pokémon passt seinen Typ der getragenen Disc an.	Cambia su tipo según el disco que lleve instalado.	根据持有的存储碟，自己的属性会改变。	Change le type du Pokémon en fonction de la ROM équipée.	Il tipo del Pokémon cambia in base alla ROM installata.	지니고 있는 메모리로 자신의 타입이 변한다.	もっている　メモリで じぶんの　タイプが　かわる。	持っている　メモリで 自分の　タイプが　変わる。	根據持有的記憶碟， 自己的屬性會改變。
0226-electric_surge-0000|data.Name		Electric Surge	Elektro-Erzeuger	Electrogénesis	电气制造者	Créa-Élec	Elettrogenesi	일렉트릭메이커	エレキメイカー	エレキメイカー	電氣製造者
0226-electric_surge-0001|data.Desc		Turns the ground into Electric Terrain when the Pokémon is battling.									
0227-psychic_surge-0000|data.Name		Psychic Surge	Psycho-Erzeuger	Psicogénesis	精神制造者	Créa-Psy	Psicogenesi	사이코메이커	サイコメイカー	サイコメイカー	精神製造者
0227-psychic_surge-0001|data.Desc		Turns the ground into Psychic Terrain when the Pokémon is battling.									
0228-misty_surge-0000|data.Name		Misty Surge	Nebel-Erzeuger	Nebulogénesis	薄雾制造者	Créa-Brume	Nebbiogenesi	미스트메이커	ミストメイカー	ミストメイカー	薄霧製造者
0228-misty_surge-0001|data.Desc		Turns the ground into Misty Terrain when the Pokémon is battling.									
0229-grassy_surge-0000|data.Name		Grassy Surge	Gras-Erzeuger	Herbogénesis	青草制造者	Créa-Herbe	Erbogenesi	그래스메이커	グラスメイカー	グラスメイカー	青草製造者
0229-grassy_surge-0001|data.Desc		Turns the ground into Grassy Terrain when the Pokémon is battling.									
0230-full_metal_body-0000|data.Name		Full Metal Body	Metallprotektor	Guardia Metálica	金属防护	Métallo-Garde	Metalprotezione	메탈프로텍트	メタルプロテクト	メタルプロテクト	金屬防護
0230-full_metal_body-0001|data.Desc		Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.	Verhindert das Senken der Statuswerte durch Attacken und Fähigkeiten von Angreifern.	Evita que bajen sus características a causa de movimientos o habilidades de otros Pokémon.	不会因为对手的招式或特性而被降低能力。	Empêche les stats du Pokémon de baisser à cause d'une capacité ou d'un talent.	Rende immuni alla diminuzione delle statistiche causata da abilità o mosse di altri Pokémon.	상대 기술이나 특성으로 능력을 떨어뜨릴 수 없다.	あいての　わざや　とくせいで のうりょくを　さげられない。	相手の　技や　特性で 能力を　下げられない。	不會因對手的招式或特性 而被降低能力。
0231-shadow_shield-0000|data.Name		Shadow Shield	Phantomschutz	Guardia Espectro	幻影防守	Spectro-Bouclier	Spettroguardia	스펙터가드	ファントムガード	ファントムガード	幻影防守
0231-shadow_shield-0001|data.Desc		Reduces the amount of damage the Pokémon takes while its HP is full.	Verringert den erlittenen Schaden bei vollen KP.	Reduce el daño sufrido si los PS están al máximo.	HP全满时，受到的伤害会变少。	Le Pokémon reçoit moins de dégâts quand ses PV sont au maximum.	Se i PS sono al massimo, riduce il danno subito.	HP가 꽉 찼을 때 받는 데미지가 줄어든다.	ＨＰが　まんたんの　ときに うける　ダメージが　すくなくなる。	ＨＰが　満タンの　ときに 受ける　ダメージが　少なくなる。	ＨＰ全滿時， 受到的傷害會變少。
0232-prism_armor-0000|data.Name		Prism Armor	Prismarüstung	Armadura Prisma	棱镜装甲	Prisme-Armure	Scudoprisma	프리즘아머	プリズムアーマー	プリズムアーマー	稜鏡裝甲
0232-prism_armor-0001|data.Desc		Reduces the power of supereffective attacks taken.	Reduziert die Stärke von sehr effektiven Attacken und verringert damit den Schaden, den das Pokémon durch sie erleidet.	Mitiga el daño que le infligen los movimientos supereficaces.	受到效果绝佳的攻击时，可以减弱其威力。	Réduit les dégâts subis lorsque le Pokémon est touché par une capacité super efficace.	Riduce la potenza delle mosse superefficaci subite.	효과가 굉장한 공격의 위력을 약하게 만든다.	こうかばつぐんに　なってしまう こうげきの　いりょくを よわめる　ことが　できる。	効果バツグンに　なってしまう 攻撃の　威力を 弱める　ことが　できる。	受到效果絕佳的攻擊時， 可減弱其威力。
0233-neuroforce-0000|data.Name		Neuroforce	Zerebralmacht	Fuerza Cerebral	脑核之力	Cérébro-Force	Cerebroforza	브레인포스	ブレインフォース	ブレインフォース	腦核之力
0233-neuroforce-0001|data.Desc		Powers up moves that are super effective.	Erhöht die Stärke von sehr effektiven Attacken.	Potencia los ataques supereficaces.	效果绝佳的攻击，威力会变得更强。	Augmente encore plus les dégâts infligés par les attaques super efficaces.	Potenzia le mosse superefficaci.	효과가 굉장한 공격의 위력이 더욱 올라간다.	こうかばつぐんの　こうげきで いりょくが　さらに　あがる。	効果バツグンの　攻撃で 威力が　さらに　上がる。	可進一步提升 效果絕佳招式的威力。
0234-intrepid_sword-0000|data.Name		Intrepid Sword	Kühnes Schwert	Espada Indómita	不挠之剑	Lame Indomptable	Spada Indomita	불요의검	ふとうのけん	ふとうのけん	不撓之劍
0234-intrepid_sword-0001|data.Desc		Boosts the Pokémon's Attack stat when the Pokémon enters a battle.	Erhöht bei Kampfantritt den Angriff.	Aumenta su Ataque al entrar en combate.	出场时， 攻击会提高。	Augmente l’Attaque du Pokémon quand il entre au combat.	Quando il Pokémon entra in campo, il suo Attacco aumenta.	등장했을 때 공격이 올라간다.	とうじょう　したときに こうげきが　あがる。	登場　したときに 攻撃が　上がる。	出場時， 攻擊會提高。
0235-dauntless_shield-0000|data.Name		Dauntless Shield	Wackerer Schild	Escudo Recio	不屈之盾	Égide Inflexible	Scudo Saldo	불굴의방패	ふくつのたて	ふくつのたて	不屈之盾
0235-dauntless_shield-0001|data.Desc		Boosts the Pokémon's Defense stat when the Pokémon enters a battle.	Erhöht bei Kampfantritt die Verteidigung.	Aumenta su Defensa al entrar en combate.	出场时， 防御会提高。	Augmente la Défense du Pokémon quand il entre au combat.	Quando il Pokémon entra in campo, la sua Difesa aumenta.	등장했을 때 방어가 올라간다.	とうじょう　したときに ぼうぎょが　あがる。	登場　したときに 防御が　上がる。	出場時， 防禦會提高。
0236-libero-0000|data.Name		Libero	Libero	Líbero	自由者	Libéro	Libero	리베로	リベロ	リベロ	自由者
0236-libero-0001|data.Desc		Changes the Pokémon's type to the type of the move it last used.	Das Pokémon nimmt bei Einsatz einer Attacke deren Typ an.	Cambia el tipo del Pokémon al del último movimiento usado.		Le Pokémon prend le type de sa dernière capacité lancée.	Cambia il tipo del Pokémon in quello della mossa usata.	사용한 기술과 같은 타입으로 변화한다.	だした　わざと　おなじ タイプに　へんかする。	だした　技と　同じ タイプに　変化する。	
0237-ball_fetch-0000|data.Name		Ball Fetch	Apport	Recogebolas	捡球	Ramasse Ball	Raccattapalle	볼줍기	たまひろい	たまひろい	撿球
0237-ball_fetch-0001|data.Desc		If the Pokémon is not holding an item, it will fetch the Poké Ball from the first failed throw of the battle.	Trägt das Pokémon kein Item bei sich, hebt es den Ball aus dem ersten gescheiterten Fangversuch des Kampfes wieder auf.	Si no lleva equipado ningún objeto, recupera la Poké Ball del primer intento de captura fallido.	没有携带道具时， 会拾取第１个投出后 捕捉失败的精灵球。	Si le Pokémon ne tient aucun objet, il ramassera la Poké Ball lors du premier lancer raté du combat.	Se il Pokémon non ha uno strumento con sé, raccoglie la Poké Ball del primo tentativo di cattura fallito.	도구를 지니고 있지 않은 경우 첫 번째로 던져서 실패한 몬스터볼을 주워온다.	どうぐを　もっていない　ばあい １かいめに　なげて　しっぱい　した モンスターボールを　ひろってくる。	道具を　持っていない　場合 １回目に　投げて　失敗　した モンスターボールを　拾ってくる。	當寶可夢沒有攜帶道具時， 會撿回第１個投出後 捕捉失敗的精靈球。
0238-cotton_down-0000|data.Name		Cotton Down	Wollflaum	Pelusa	棉絮	Effilochage	Lanugine	솜털	わたげ	わたげ	棉絮
0238-cotton_down-0001|data.Desc		When the Pokémon is hit by an attack, it scatters cotton fluff around and lowers the Speed stat of all Pokémon except itself.	Wird es von einem Angriff getroffen, verstreut es Teile seines Wollflaums, wodurch die Initiative aller anderen Pokémon sinkt.	Al ser alcanzado por un ataque, suelta una pelusa de algodón que reduce la Velocidad de todos los demás Pokémon.	受到攻击后撒下棉絮， 降低除自己以外的 所有宝可梦的速度。	Quand le Pokémon est touché par une attaque, il dissémine des aigrettes qui diminuent la Vitesse de tout le monde, sauf la sienne.	Se il Pokémon subisce un attacco, sparge della lanugine che diminuisce la Velocità di tutti i Pokémon in campo tranne la sua.	공격을 받으면 솜털을 흩뿌려서 자신을 제외한 모든 포켓몬의 스피드를 떨어뜨린다.	こうげきを　うけると　わたげを　ばらまいて じぶんいがいの　ポケモン　すべての すばやさを　さげる。	攻撃を　受けると　わたげを　ばらまいて 自分以外の　ポケモン　すべての 素早さを　下げる。	受到攻擊時會撒下棉絮， 降低除自己以外的 所有寶可夢的速度。
0239-propeller_tail-0000|data.Name		Propeller Tail	Schraubflosse	Hélice Caudal	螺旋尾鳍	Propulseur	Elicopinna	스크루지느러미	スクリューおびれ	スクリューおびれ	螺旋尾鰭
0239-propeller_tail-0001|data.Desc		Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.	Ignoriert die Effekte von Fähigkeiten und Attacken anderer Pokémon, die Attacken auf sich lenken.	Impide que el rival pueda atraer ataques hacia sí mismo por efecto de su habilidad o sus movimientos.	能无视具有吸引 对手招式效果的 特性或招式的影响。	Permet d’ignorer l’effet des capacités ou des talents qui attirent les capacités.	Permette di ignorare gli effetti di mosse e abilità che attirano altre mosse.	상대의 기술을 끌어모으는 특성이나 기술의 영향을 받지 않는다.	あいての　わざを　ひきうける とくせいや　わざの えいきょうを　むし　できる。	相手の　技を　引き受ける 特性や　技の 影響を　無視　できる。	能無視具有吸引 對手招式效果的 特性或招式的影響。
0240-mirror_armor-0000|data.Name		Mirror Armor	Spiegelrüstung	Coraza Reflejo	镜甲	Armure Miroir	Blindospecchio	미러아머	ミラーアーマー	ミラーアーマー	鏡甲
0240-mirror_armor-0001|data.Desc		Bounces back stat-lowering effects from other Pokémon.	Lenkt ausschließlich Effekte, welche die Statuswerte des Pokémon senken würden, auf den Angreifer um.	Refleja los efectos que reducen las características.	只反弹自己受到的 能力降低效果。	Le Pokémon renvoie les effets réducteurs de stats qu’il reçoit.	Rimanda al mittente le diminuzioni alle statistiche subite.	자신이 받는 능력 다운 효과에 한해 되받아친다.	じぶんが　うけた のうりょく　ダウンの こうか　だけを　はねかえす。	自分が　受けた 能力　ダウンの 効果　だけを　跳ね返す。	只反彈自己受到的 能力降低效果。
0241-gulp_missile-0000|data.Name		Gulp Missile	Würggeschoss	Tragamisil	一口导弹	Dégobage	Inghiottimissile	그대로꿀꺽미사일	うのミサイル	うのミサイル	一口飛彈
0241-gulp_missile-0001|data.Desc		When the Pokémon uses Surf or Dive, it will come back with prey. When it takes damage, it will spit out the prey to attack.	Wenn das Pokémon Surfer oder Taucher einsetzt, fängt es sich dabei Beute. Erleidet es anschließend Schaden, greift es an, indem es die Beute wieder ausspuckt.	Tras usar Surf o Buceo, emerge con una presa en la boca. Al recibir daño, ataca escupiéndola al rival.	冲浪或潜水时会叼来猎物。 受到伤害时， 会吐出猎物进行攻击。	Quand le Pokémon utilise Surf ou Plongée, il revient avec une proie. Lorsqu’il subit des dégâts par la suite, il attaque en recrachant sa proie.	Quando usa Surf o Sub, il Pokémon cattura una preda. Se subisce dei danni, la sputa fuori per attaccare.	파도타기나 다이빙을 쓰면 먹이를 물어온다. 데미지를 받으면 먹이를 토해내서 공격한다.	なみのりか　ダイビングを　すると えものを　くわえてくる。　ダメージを うけると　えものを　はきだして　こうげき。	なみのりか　ダイビングを　すると 獲物を　くわえてくる。　ダメージを 受けると　獲物を　吐きだして　攻撃。	衝浪或潛水時會叼來獵物。 當受到傷害時， 會吐出獵物攻擊對手。
0242-stalwart-0000|data.Name		Stalwart	Stahlrückgrat	Acérrimo	坚毅	Nerfs d’Acier	Volontà di Ferro	굳건한신념	すじがねいり	すじがねいり	堅毅
0242-stalwart-0001|data.Desc		Ignores the effects of opposing Pokémon's Abilities and moves that draw in moves.	Ignoriert die Effekte von Fähigkeiten und Attacken anderer Pokémon, die Attacken auf sich lenken.	Impide que el rival pueda atraer ataques hacia sí mismo por efecto de su habilidad o sus movimientos.	能无视具有吸引 对手招式效果的 特性或招式的影响。	Permet d’ignorer l’effet des capacités ou des talents qui attirent les capacités.	Permette di ignorare gli effetti di mosse e abilità che attirano altre mosse.	상대의 기술을 끌어모으는 특성이나 기술의 영향을 받지 않는다.	あいての　わざを　ひきうける とくせいや　わざの えいきょうを　むし　できる。	相手の　技を　引き受ける 特性や　技の 影響を　無視　できる。	能無視具有吸引 對手招式效果的 特性或招式的影響。
0243-steam_engine-0000|data.Name		Steam Engine	Dampfantrieb	Combustible	蒸汽机	Turbine	Vapormacchina	증기기관	じょうききかん	じょうききかん	蒸汽機
0243-steam_engine-0001|data.Desc		Boosts the Pokémon's Speed stat drastically if hit by a Fire- or Water-type move.	Wird es von einer Wasser- oder Feuer-Attacke getroffen, steigt seine Initiative drastisch.	Si le alcanza un movimiento de tipo Fuego o Agua, le sube muchísimo la Velocidad.	受到水属性或 火属性的招式攻击时， 速度会巨幅提高。	Lorsque le Pokémon est touché par des capacités de type Eau ou Feu, sa Vitesse augmente énormément.	Se il Pokémon viene colpito da una mossa di tipo Acqua o Fuoco, la sua Velocità aumenta moltissimo.	물타입이나 불꽃타입 기술을 받으면 스피드가 매우 크게 올라간다.	みずタイプ　ほのおタイプの わざを　うけると すばやさが　ぐぐーんと　あがる。	みずタイプ　ほのおタイプの 技を　受けると 素早さが　ぐぐーんと　上がる。	受到水屬性或 火屬性招式攻擊時， 速度會極大幅提高。
0244-punk_rock-0000|data.Name		Punk Rock	Punk Rock	Punk Rock	庞克摇滚	Punk Rock	Punk Rock	펑크록	パンクロック	パンクロック	龐克搖滾
0244-punk_rock-0001|data.Desc		Boosts the power of sound-based moves. The Pokémon also takes half the damage from these kinds of moves.	Erhöht die Stärke von eigenen Lärm-Attacken und halbiert den Schaden, den das Pokémon selbst durch Lärm-Attacken erleidet.	Potencia los movimientos que usan sonido y reduce a la mitad el daño que le infligen dichos movimientos.	声音招式的威力会提高。 受到的声音招式伤害会减半。	Augmente la puissance des capacités basées sur le son. Le Pokémon ne subit que la moitié des dégâts quand il est touché par ce genre de capacités.	Aumenta la potenza delle mosse basate sul suono. Inoltre, dimezza i danni subiti dal Pokémon se viene colpito da tali mosse.	소리 기술의 위력이 올라간다. 상대로부터 받는 소리 기술의 데미지는 절반이 된다.	おとわざの　いりょくが　あがる。 うけた　おとわざの ダメージは　はんぶんに　なる。	音技の　威力が　上がる。 受けた　音技の ダメージは　半分に　なる。	聲音招式的威力會提高。 受到聲音招式的傷害會減半。
0245-sand_spit-0000|data.Name		Sand Spit	Sandspeier	Expulsarena	吐沙	Expul’Sable	Sputasabbia	모래뿜기	すなはき	すなはき	吐沙
0245-sand_spit-0001|data.Desc		The Pokémon creates a sandstorm when it's hit by an attack.	Löst einen Sandsturm aus, wenn das Pokémon von einer Attacke erfasst wird.	Provoca una tormenta de arena al recibir un ataque.	受到攻击时， 会刮起沙暴。	Le Pokémon déclenche une tempête de sable quand il subit une attaque.	Quando il Pokémon viene colpito da un attacco, scatena una tempesta di sabbia.	공격을 받으면 모래바람을 일으킨다.	こうげきを　うけると すなあらしを　おこす。	攻撃を　受けると 砂あらしを　起こす。	受到攻擊時， 會刮起沙暴。
0246-ice_scales-0000|data.Name		Ice Scales	Eisflügelstaub	Escama de Hielo	冰鳞粉	Écailles Glacées	Geloscaglie	얼음인분	こおりのりんぷん	こおりのりんぷん	冰鱗粉
0246-ice_scales-0001|data.Desc		The Pokémon is protected by ice scales, which halve the damage taken from special moves.	Halbiert mithilfe von schützendem Eisflügelstaub den Schaden, den das Pokémon durch Spezial-Attacken erleidet.	Las gélidas escamas que protegen su cuerpo reducen a la mitad el daño que le infligen los ataques especiales.	由于有冰鳞粉的守护， 受到的特殊攻击伤害会减半。	Le Pokémon est protégé par des écailles de glace. Les dégâts qu’il subit par des capacités spéciales sont divisés par deux.	Scaglie di ghiaccio proteggono il Pokémon dalle mosse speciali, dimezzandone i danni subiti.	얼음인분의 보호를 받아 특수공격으로 받는 데미지가 절반이 된다.	こおりのりんぷんに　まもられて とくしゅこうげきで　うける ダメージが　はんげん　する。	こおりのりんぷんに　守られて 特殊攻撃で　受ける ダメージが　半減　する。	得到冰鱗粉的守護， 受到的特殊攻擊傷害會減半。
0247-ripen-0000|data.Name		Ripen	Heranreifen	Maduración	熟成	Mûrissement	Maturazione	숙성	じゅくせい	じゅくせい	熟成
0247-ripen-0001|data.Desc		Raises a stat when it eats a berry.	Verdoppelt den Effekt von Beeren, indem es sie heranreifen lässt.	Hace madurar las bayas, por lo que duplica sus efectos.	使树果成熟， 效果变为２倍。	Le Pokémon fait mûrir la Baie qu’il tient et double ainsi son effet.	Fa maturare le bacche raddoppiandone gli effetti.	나무열매를 숙성시켜서 효과가 2배가 된다.	じゅくせい　させることで きのみの　こうかが ばいに　なる。	熟成　させることで きのみの　効果が 倍に　なる。	讓樹果成熟， 使效果變為２倍。
0248-ice_face-0000|data.Name		Ice Face	Tiefkühlkopf	Cara de Hielo	结冻头	Tête de Gel	Gelofaccia	아이스페이스	アイスフェイス	アイスフェイス	結凍頭
0248-ice_face-0001|data.Desc		The Pokémon's ice head can take a physical attack as a substitute, but the attack also changes the Pokémon's appearance. The ice will be restored when it hails.	Der Eisblock um seinen Kopf blockt eine physische Attacke ab. Dies bewirkt jedoch einen Formwechsel. Durch Hagel wird der Eisblock wiederhergestellt.	Absorbe el daño de un ataque físico con el hielo de la cabeza, tras lo cual cambia de forma. El hielo se regenerará la próxima vez que granice.	头部的冰会代替自己承受 物理攻击，但是样子会改变。 下冰雹时，冰会恢复原状。	Le glaçon sur sa tête encaisse les attaques physiques à la place du Pokémon, mais sa destruction modifie son apparence. Le glaçon se reforme quand il grêle.	Grazie al ghiaccio sulla testa, il Pokémon può incassare i danni causati da mosse fisiche, ma cambia forma. Torna al suo stato originale quando grandina.	물리공격을 머리의 얼음이 대신 맞아주지만 모습도 바뀐다. 얼음은 싸라기눈이 내리면 원래대로 돌아온다.	ぶつりこうげきは　あたまの　こおりが みがわりに　なるが　すがたも　かわる。 こおりは　あられが　ふると　もとにもどる。	物理攻撃は　頭の　氷が みがわりに　なるが　姿も　変わる。 氷は　あられが　降ると　元に戻る。	頭部的冰會代替自己承受 物理攻擊，但是樣子會改變。 下冰雹時，冰會回復原狀。
0249-power_spot-0000|data.Name		Power Spot	Kraftquelle	Fuente Energía	能量点	Cercle d’Énergie	Fonte Energetica	파워스폿	パワースポット	パワースポット	能量點
0249-power_spot-0001|data.Desc		Just being next to the Pokémon powers up moves.	Erhöht bei direkt benachbarten Pokémon die Stärke von Attacken.	Potencia los movimientos de los Pokémon adyacentes.	只要处在相邻位置， 招式的威力就会提高。	Augmente la puissance des capacités des Pokémon qui se trouvent à proximité.	Potenzia le mosse di chi si trova nelle immediate vicinanze.	옆에 있기만 해도 기술의 위력이 올라간다.	となりに　いるだけで わざの　いりょくが　あがる。	隣に　いるだけで 技の　威力が　上がる。	只要站在旁邊， 招式的威力就會提高。
0250-mimicry-0000|data.Name		Mimicry	Mimese	Mimetismo	拟态	Mimétisme	Mimetismo	의태	ぎたい	ぎたい	擬態
0250-mimicry-0001|data.Desc		Changes the Pokémon's type depending on the terrain.	Der Typ des Pokémon ändert sich in Abhängigkeit vom Zustand des Feldes.	Cambia su tipo según el campo que haya en el terreno de combate.	宝可梦的属性会根据 场地的状态而变化。	Le Pokémon adopte le même type que le terrain lorsqu’un champ est actif.	Il tipo del Pokémon cambia a seconda dello stato del campo.	필드의 상태에 따라 포켓몬의 타입이 바뀐다.	フィールドの　じょうたいに　あわせて ポケモンの　タイプが　かわる。	フィールドの　状態に　あわせて ポケモンの　タイプが　変わる。	寶可夢的屬性會隨著 場地的狀態而改變。
0251-screen_cleaner-0000|data.Name		Screen Cleaner	Hemmungslos	Antibarrera	除障	Brise-Barrière	Annullabarriere	배리어프리	バリアフリー	バリアフリー	除障
0251-screen_cleaner-0001|data.Desc		When the Pokémon enters a battle, the effects of Light Screen, Reflect, and Aurora Veil are nullified for both opposing and ally Pokémon.	Hebt bei Kampfantritt die Wirkung von Lichtschild, Reflektor und Auroraschleier auf Mitstreiter- und Gegnerseite auf.	Anula los efectos de Pantalla de Luz, Reflejo y Velo Aurora tanto de rivales como de aliados al entrar en combate.	出场时，敌方和我方的光墙、 反射壁和极光幕的效果会消失。	Quand le Pokémon entre au combat, les effets de Mur Lumière, Protection et Voile Aurore disparaissent pour les alliés comme pour les ennemis.	Quando il Pokémon entra in campo, annulla l’effetto di Schermoluce, Riflesso e Velaurora sia per i nemici che per gli alleati.	등장했을 때 상대와 같은 편의 빛의장막, 리플렉터, 오로라베일의 효과가 사라진다.	とうじょう　したときに　てきと　みかたの ひかりのかべ　リフレクター オーロラベールの　こうかが　きえる。	登場　したときに　敵と　味方の ひかりのかべ　リフレクター オーロラベールの　効果が　消える。	出場時，敵方和我方的 光牆、反射壁和極光幕的效果會消失。
0252-steely_spirit-0000|data.Name		Steely Spirit	Stählerner Wille	Alma Acerada	钢之意志	Boost Acier	Spiritoferreo	강철정신	はがねのせいしん	はがねのせいしん	鋼之意志
0252-steely_spirit-0001|data.Desc		Powers up ally Pokémon's Steel-type moves.	Erhöht die Stärke von Stahl-Attacken auf Mitstreiterseite.	Potencia los movimientos de tipo Acero de los aliados.	我方的钢属性 攻击威力会提高。	Augmente la puissance d’Attaque des capacités de type Acier des Pokémon alliés.	Potenzia gli attacchi di tipo Acciaio degli alleati.	같은 편의 강철타입 공격의 위력이 올라간다.	みかたの　はがねタイプの こうげきの　いりょくが　あがる。	味方の　はがねタイプの 攻撃の　威力が　上がる。	我方的鋼屬性 攻擊威力會提高。
0253-perish_body-0000|data.Name		Perish Body	Unheilskörper	Cuerpo Mortal	灭亡之躯	Corps Condamné	Ultimotocco	멸망의바디	ほろびのボディ	ほろびのボディ	滅亡之軀
0253-perish_body-0001|data.Desc		When hit by a move that makes direct contact, the Pokémon and the attacker will faint after three turns unless they switch out of battle.	Erleidet es einen Treffer von einer direkten Attacke, wird es zusammen mit dem Angreifer nach drei Runden besiegt. Rettung ist durch Austausch möglich.	Si le alcanza un movimiento de contacto, se debilitará al cabo de 3 turnos, así como su agresor, a menos que abandonen el terreno de combate.	受到接触类招式攻击时， 双方都会在３回合后变为濒死状态。 替换后效果消失。	Lorsque le Pokémon est directement touché par une attaque, l’assaillant et lui tomberont K.O. dans trois tours, à moins qu’ils ne soient remplacés entre temps.	Se il Pokémon viene colpito da un attacco diretto, dopo tre turni va KO assieme a chi lo ha attaccato. Se uno dei due viene sostituito, non va KO.	접촉하는 기술을 받으면 3턴 후에 양쪽 모두 기절한다. 교체되면 효과가 없어진다.	せっしょくする　わざを　うけると おたがい　３ターン　たつと　ひんしになる。 こうたいすると　こうかは　なくなる。	接触する　技を　受けると お互い　３ターン　たつと　ひんしになる。 交代すると　効果は　なくなる。	在受到接觸類招式攻擊時， ３個回合後雙方都會陷入瀕死。 替換寶可夢後效果就會消失。
0254-wandering_spirit-0000|data.Name		Wandering Spirit	Rastlose Seele	Alma Errante	游魂	Âme Vagabonde	Anima Errante	떠도는영혼	さまようたましい	さまようたましい	遊魂
0254-wandering_spirit-0001|data.Desc		The Pokémon exchanges Abilities with a Pokémon that hits it with a move that makes direct contact.	Wird das Pokémon von einer direkten Attacke getroffen, tauscht es seine Fähigkeit mit der des Angreifers.	Si le alcanza un movimiento de contacto, intercambia su habilidad con la del agresor.	与使用接触类招式 攻击自己的宝可梦互换特性。	Lorsque le Pokémon est directement touché par une attaque, il échange son talent avec celui de l’assaillant.	Se il Pokémon subisce un attacco diretto, scambia la sua abilità con quella di chi lo ha colpito.	접촉하는 기술로 공격해온 포켓몬과 특성을 바꾼다.	せっしょくする　わざで こうげき　してきた　ポケモンと とくせいを　いれかえる。	接触する　技で 攻撃　してきた　ポケモンと 特性を　入れ替える。	與使用接觸類招式 攻擊自己的寶可夢互換特性。
0255-gorilla_tactics-0000|data.Name		Gorilla Tactics	Affenfokus	Monotema	一猩一意	Entêtement	Vigorilla	무아지경	ごりむちゅう	ごりむちゅう	一猩一意
0255-gorilla_tactics-0001|data.Desc		Boosts the Pokémon's Attack stat but only allows the use of the first selected move.	Erhöht den Angriff, aber nur die zuerst gewählte Attacke kann eingesetzt werden.	Potencia su Ataque, pero solo puede usar el primer movimiento escogido.	虽然攻击会提高， 但是只能使出 一开始所选的招式。	Augmente l’Attaque, mais empêche d’utiliser toute autre capacité que celle utilisée en premier par le Pokémon.	Aumenta l’Attacco ma costringe il Pokémon a usare solo la prima mossa selezionata.	공격이 올라가지만 처음에 선택한 기술 외에는 쓸 수 없게 된다.	こうげきは　あがるが さいしょに　えらんだ わざしか　だせなくなる。	攻撃は　上がるが 最初に　選んだ 技しか　出せなくなる。	攻擊雖然會提高， 但只能使出 最初選擇的招式。
0256-neutralizing_gas-0000|data.Name		Neutralizing Gas	Reaktionsgas	Gas Reactivo	化学变化气体	Gaz Inhibiteur	Gas Reagente	화학변화가스	かがくへんかガス	かがくへんかガス	化學變化氣體
