Key		EN	FR	DE	ES	PT	KO	IT	JA	JA-JP	ZH-HANS	ZH-HANT
0016-xcl_element_fire_dust-0000|data.Name		Fire Dust	Poudre Feu	Feuerstaub	Ceniza Fuego		불꽃파우더	Polvofuoco	ほのおのパウダー			
0016-xcl_element_fire_gem-0000|data.Name		Fiery Gem	Gemme Feu	Feuergemme	Joya Fuego		파이어젬	Gemmardente	ファイヤージェム			
0016-xcl_element_fire_globe-0000|data.Name		Fiery Globe	Sphère Feu	Feuerglobus	Globo Fuego		불꽃오브	Globardente	ほのおのオーブ			
0016-xcl_element_fire_silk-0000|data.Name		Red Silk	Soie Rouge	Rotseide	Seda Roja		빨강시폰	Setarossa	あかいシフォン			
0016-xcl_element_flying_dust-0000|data.Name		Sky Dust	Poudrecéleste	Himmelstaub	Ceniza Aire		하늘파우더	Polvercielo	そらのパウダー			
0016-xcl_element_flying_gem-0000|data.Name		Sky Gem	Gemmecéleste	Himmelgemme	Joya Aire		스카이젬	Gemmacielo	スカイジェム			
0016-xcl_element_flying_globe-0000|data.Name		Sky Globe	Sphèrecéleste	Himmelglobus	Globo Aire		천공오브	Globocielo	てんくうのオーブ			
0016-xcl_element_flying_silk-0000|data.Name		Sky Silk	Soiecéleste	Himmelseide	Seda Aire		하늘색시폰	Setacielo	そらいろシフォン			
0016-xcl_element_ghost_dust-0000|data.Name		Shady Dust	Poudredouteuse	Düsterstaub	Ceniza Parda		괴상한파우더	Polverombra	あやしいパウダー			
0016-xcl_element_ghost_gem-0000|data.Name		Shadow Gem	Gemme Ombre	Schattengem.	Joya Sombría		섀도젬	Ombrogemma	シャドージェム			
0016-xcl_element_ghost_globe-0000|data.Name		Nether Globe	Infrasphère	Geistglobus	Infraglobo		영계오브	Oltreglobo	れいかいのオーブ			
0016-xcl_element_ghost_silk-0000|data.Name		Purple Silk	Soie Mauve	Lilaseide	Seda Morada		보라시폰	Setaporpora	むらさきシフォン			
0016-xcl_element_grass_dust-0000|data.Name		Grass Dust	Poudreplante	Grasstaub	Ceniza Hoja		풀파우더	Polvererba	くさのパウダー			
0016-xcl_element_grass_gem-0000|data.Name		Grass Gem	Gemme Plante	Grasgemme	Joya Planta		그라스젬	Erbagemma	グラスジェム			
0016-xcl_element_grass_globe-0000|data.Name		Soothe Globe	Calmisphère	Sanftglobus	Globo Alivio		치유오브	Leniglobo	いやしのオーブ			
0016-xcl_element_grass_silk-0000|data.Name		Grass Silk	Soie Plante	Grasseide	Seda Líquen		새싹시폰	Setaerba	わかくさシフォン			
0016-xcl_element_ground_dust-0000|data.Name		Ground Dust	Poudre Sol	Grundstaub	Ceniza Terra		땅파우더	Polverterra	じめんのパウダー			
0016-xcl_element_ground_gem-0000|data.Name		Earth Gem	Tellurigemme	Erdgemme	Joya Tierra		어스젬	Gemmaterra	アースジェム			
0016-xcl_element_ground_globe-0000|data.Name		Terra Globe	Terrasphère	Terra-Globus	Globo Tierra		대지오브	Globoterra	だいちのオーブ			
0016-xcl_element_ground_silk-0000|data.Name		Brown Silk	Soie Brune	Braunseide	Seda Marrón		갈색시폰	Setabruna	ちゃいろシフォン			
0016-xcl_element_ice_dust-0000|data.Name		Icy Dust	Poudreglacée	Eisstaub	Ceniza Hielo		얼음파우더	Polvergelo	こおりのパウダー			
0016-xcl_element_ice_gem-0000|data.Name		Icy Gem	Gemme Glacée	Eisgemme	Joya Hielo		아이스젬	Gemmagelo	アイスジェム			
0016-xcl_element_ice_globe-0000|data.Name		Icy Globe	Sphèreglacée	Eisglobus	Globo Hielo		얼음오브	Globogelo	こおりのオーブ			
0016-xcl_element_ice_silk-0000|data.Name		Clear Silk	Soie Claire	Klarseide	Seda Fina		투명시폰	Setachiara	とうめいシフォン			
0016-xcl_element_normal_dust-0000|data.Name		Normal Dust	Normalpoudre	Normalstaub	Ceniza Común		노말파우더	Normopolvere	ノーマルパウダー			
0016-xcl_element_normal_gem-0000|data.Name		White Gem	Gemmeblanche	Weißgemme	Joya Blanca		화이트젬	Gemmabianca	ホワイトジェム			
0016-xcl_element_normal_globe-0000|data.Name		Joy Globe	Sphère Joie	Freudeglobus	Globo Júbilo		행복오브	Globogioia	しあわせのオーブ			
0016-xcl_element_normal_silk-0000|data.Name		White Silk	Soie Blanche	Weißseide	Seda Blanca		하양시폰	Setabianca	しろいシフォン			
0016-xcl_element_poison_dust-0000|data.Name		Poison Dust	Poudrepoison	Giftstaub	Ceniza Áspid		독파우더	Polveleno	どくのパウダー			
0016-xcl_element_poison_gem-0000|data.Name		Poison Gem	Gemme Poison	Giftgemme	Joya Veneno		포이즌젬	Velengemma	ポイズンジェム			
0016-xcl_element_poison_globe-0000|data.Name		Poison Globe	Sphèrepoison	Giftglobus	Globo Veneno		독오브	Velenglobo	どくのオーブ			
0016-xcl_element_poison_silk-0000|data.Name		Pink Silk	Soie Rose	Rosaseide	Seda Rosa		분홍시폰	Setarosa	ももいろシフォン			
0016-xcl_element_psychic_dust-0000|data.Name		Psyche Dust	Poudre Psy	Psychostaub	Ceniza Mente		염동력파우더	Psicopolvere	ねんりきパウダー			
0016-xcl_element_psychic_gem-0000|data.Name		Psyche Gem	Gemme Psy	Psychogemme	Joya Psique		사이킥젬	Psicogemma	サイキックジェム			
0016-xcl_element_psychic_globe-0000|data.Name		Psyche Globe	Sphère Psy	Psychoglobus	Globo Psique		사이킥오브	Psicoglobo	サイキックオーブ			
0016-xcl_element_psychic_silk-0000|data.Name		Gold Silk	Soie Dorée	Goldseide	Seda Oro		금색시폰	Setadoro	きんいろシフォン			
0016-xcl_element_rock_dust-0000|data.Name		Rock Dust	Poudre Roche	Felsstaub	Ceniza Roca		바위파우더	Polvoroccia	いわのパウダー			
0016-xcl_element_rock_gem-0000|data.Name		Stone Gem	Gemme Pierre	Steingemme	Joya Pétrea		스톤젬	Gemmaroccia	ストーンジェム			
0016-xcl_element_rock_globe-0000|data.Name		Rock Globe	Sphère Roche	Felsglobus	Globo Roca		바위오브	Globoroccia	いわのオーブ			
0016-xcl_element_rock_silk-0000|data.Name		Gray Silk	Soie Grise	Grauseide	Seda Gris		회색시폰	Setagrigia	はいいろシフォン			
0016-xcl_element_steel_dust-0000|data.Name		Steel Dust	Poudre Acier	Stahlstaub	Ceniza Acero		강철파우더	Polvacciaio	はがねのパウダー			
0016-xcl_element_steel_gem-0000|data.Name		Metal Gem	Gemme Métal	Metallgemme	Joya Metal		메탈젬	Metalgemma	メタルジェム			
0016-xcl_element_steel_globe-0000|data.Name		Steel Globe	Sphère Acier	Stahlglobus	Globo Acero		강철오브	Globacciaio	はがねのオーブ			
0016-xcl_element_steel_silk-0000|data.Name		Iron Silk	Soie Fer	Eisenseide	Seda Hierro		은색시폰	Setaferro	ぎんいろシフォン			
0016-xcl_element_water_dust-0000|data.Name		Water Dust	Poudre Eau	Wasserstaub	Ceniza Agua		물파우더	Idropolvere	みずのパウダー			
0016-xcl_element_water_gem-0000|data.Name		Aqua Gem	Aquagemme	Aquagemme	Acuajoya		아쿠아젬	Idrogemma	アクアジェム			
0016-xcl_element_water_globe-0000|data.Name		Aqua Globe	Aquasphère	Aquaglobus	Globo Agua		물오브	Idroglobo	みずのオーブ			
0016-xcl_element_water_silk-0000|data.Name		Blue Silk	Soie Bleue	Blauseide	Seda Azul		파랑시폰	Setablu	あおいシフォン			
0016-xcl_family_abra_00-0000|data.Name		Sparkle Ruff	Col Etincel	Funkelkrause	Chal Fulgor			Bandafavilla	きらめくマフラー			
0016-xcl_family_absol_00-0000|data.Name		Perish Torc	Calamitorque	Scheidreif	Alh. Mortal			Ultimotorque	わざわいリング			
0016-xcl_family_aerodactyl_00-0000|data.Name		Old Brooch	Broche Antik	Altspange	Broche Viejo			Spillantica	たいこのブローチ			
0016-xcl_family_anorith_00-0000|data.Name		Rigid Cape	Cape Rigide	Starrcape	Sayo Rígido			Drapporigido	きょうこなマント			
0016-xcl_family_aron_00-0000|data.Name		Iron Helmet	Casque Fer	Eisenhelm	Casco Hierro			Elmoferro	てつのヘルメット			
0016-xcl_family_bagon_01-0000|data.Name		Outlast Bow	Ruban Survie	Bestandband	Lazo Aguante			Stoicofiocco	にんたいリボン			
0016-xcl_family_bellsprout_01-0000|data.Name		Digest Scarf	Digestécharp	Verdauschal	Pañ. Gourmet			Digestiovelo	しょうかスカーフ			
0016-xcl_family_bidoof_00-0000|data.Name		Dam Scarf	Echarpedigue	Dammschal	Pañ. Presa		흐름차단스카프	Velodiga	せきとめスカーフ			
0016-xcl_family_bidoof_04-0000|data.Name		Fall Charm	Charme Chute	Sturzamulett	Amuleto Leña		폭포부적	Cascamonile	たきのおまもり			
0016-xcl_family_bidoof_05-0000|data.Name		River Charm	Charmefleuve	Flussamulett	Amuleto Río		큰강부적	Monilefiume	たいがのおまもり			
0016-xcl_family_bird_trio_00-0000|data.Name		Fire Veil	Pyrovoile	Feuerschlei.	Velo Fuego		파이어베일	Pannoardente	ファイヤーベール			
0016-xcl_family_bird_trio_03-0000|data.Name		Mystery Wing										
0016-xcl_family_bird_trio_04-0000|data.Name		Mystery Card										
0016-xcl_family_bird_trio_05-0000|data.Name		Mystery Seal										
0016-xcl_family_bronzor_00-0000|data.Name		Mirror Torc	Miroitorque	Spiegelreif	Alh. Espejo			Specultorque	ミラーリング			
0016-xcl_family_buizel_00-0000|data.Name		Float Aid	Flottaide	Schwebehilfe	Flotsortija		도움플로트	Aiutoboa	おたすけフロート			
0016-xcl_family_buizel_04-0000|data.Name		Swimmer Rock	Roc Nageur	Schwimmstein	Roca Buceo		빠른수영돌	Roccianuoto	はやおよぎのいし			
0016-xcl_family_buizel_05-0000|data.Name		Rescue Rock	Rocrescousse	Befreistein	Roca Rescate		구원돌	Rocciasalva	きゅうえんのいし			
0016-xcl_family_bulbasaur_00-0000|data.Name		Solar Sash	Etolesolaire	Solargurt	Banda Solar		솔라밴드	Fasciasole	ソーラーバンダナ			
0016-xcl_family_bulbasaur_01-0000|data.Name		Plant Torc	Torqueplante	Pflanzenreif	Alhaja Hoja		플랜트링	Piantorque	プラントリング			
0016-xcl_family_bulbasaur_04-0000|data.Name		Grass Guard	Garde Plante	Grasschild	Defensa Vid		풀지키미돌	Erbatutela	くさまもりのいし			
0016-xcl_family_buneary_00-0000|data.Name		Allure Coat	Veste Chic	Reizmantel	Capa Encanto			Copertamalia	みわくのコート			
0016-xcl_family_carvanha_00-0000|data.Name		Vicious Bow	Ruban Fourbe	Boshaftband	Lazo Atroz			Ferocefiocco	きょうあくリボン			
0016-xcl_family_castform_00-0000|data.Name		Weather Cape	Cape Météo	Wettercape	Capa Clima		날씨스카프	Drappotempo	おてんきスカーフ			
0016-xcl_family_castform_04-0000|data.Name		Cloud Rock	Roc Nuage	Wolkenstein	Roca Nube		비구름돌	Roccianube	あまぐものいし			
0016-xcl_family_caterpie_00-0000|data.Name		Glittery Bow	Ruban Strass	Glitzerband	Lazo Brillo			Sfavilfiocco	グリッターリボン			
0016-xcl_family_celebi_00-0000|data.Name		Chrono Veil	Chronovoile	Zeitschleier	Velo Tiempo		시간베일	Cronopanno	ときのベール			
0016-xcl_family_chansey_00-0000|data.Name		Faith Ring	Bague Foi	Vertrauring	Anillo Fe		기원반지	Fiducianello	いのりのゆびわ			
0016-xcl_family_chansey_01-0000|data.Name		Lucky Scarf	Echarpeveine	Glücksschal	Pañuelo Azar		럭키스카프	Velofortuna	ラッキースカーフ			
0016-xcl_family_chansey_04-0000|data.Name		Play Tag	Marquenjouée	Spielmarke	Nota Juego		소꿉놀이호신부	Taccagioco	ままごとのおふだ			
0016-xcl_family_charmander_00-0000|data.Name		Flame Bangle	Jonc Flamme	Flammarmreif	Aro Llama		플레임뱅글	Lacciofiamma	フレイムバングル			
0016-xcl_family_charmander_01-0000|data.Name		Kindle Scarf	Echarpe Ignée	Zündelschal	Pañ. Lumbre		화염스카프	Velofuoco	かえんのスカーフ			
0016-xcl_family_charmander_04-0000|data.Name		Fiery Heart	Cœur Brasier	Feuerherz	Llamacorazón		불꽃하트	Cuorevampa	ほのおのハート			
0016-xcl_family_cherubi_00-0000|data.Name		Petal Dress	Robe Pétale	Blätterkleid	Traje Pétalo		꽃잎드레스	Petalabito	はなびらのドレス			
0016-xcl_family_cherubi_04-0000|data.Name		Cute Ore	Joli Minerai	Süßerz	Pepita Linda		귀여운보석	Metallobello	かわいいほうせき			
0016-xcl_family_chikorita_00-0000|data.Name		Bright Veil	Voilumineux	Hellschleier	Velo Fulgor		브라이트베일	Pannolucente	ブライトベール			
0016-xcl_family_chikorita_01-0000|data.Name		Spice Bow	Ruban Epice	Gewürzband	Lazo Especia		스파이스리본	Fioccoaroma	スパイスリボン			
0016-xcl_family_chikorita_04-0000|data.Name		Dawn Jewel	Joyau Aurore	Dämmerjuwel	Gema Alba		아침햇빛보주	Albabijou	あさひのほうじゅ			
0016-xcl_family_chimchar_00-0000|data.Name		Blazing Ruff	Col Ardent	Flammkrause	Chal Fogoso		초염머플러	Bandafiamma	ごうかのマフラー			
0016-xcl_family_chimchar_01-0000|data.Name		Burst Sash	Etolardente	Platzgurt	Banda Ráfaga		맹화밴드	Fasciafoga	もうかのバンダナ			
0016-xcl_family_chimchar_04-0000|data.Name		Nimble Charm	Charmeagile	Flinkamulett	Amuleto Ágil		사뿐사뿐부적	Monileagile	みがるなおまもり			
0016-xcl_family_clamperl_01-0000|data.Name		Deep Torc	Torque Abyss	Tiefreif	Alhaja Honda			Abissotorque	ディープリング			
0016-xcl_family_clefairy_00-0000|data.Name		Fairy Bow	Ruban Féerik	Elfenband	Lazo Hada		요정리본	Fioccofatato	ようせいのリボン			
0016-xcl_family_clefairy_01-0000|data.Name		Moon Scarf	Echarpe Lune	Mondschal	Pañ. Lunar		문스카프	Veloluna	ムーンスカーフ			
0016-xcl_family_clefairy_04-0000|data.Name		Starry Ore	Minerai Etoilé	Sternenerz	Pepita Astro		별보석	Metalstella	ほしのほうせき			
0016-xcl_family_corphish_00-0000|data.Name		Cower Sash	Etolefrousse	Kauerband	Espantobanda			Panicofascia	ひるませバンダナ			
0016-xcl_family_corsola_00-0000|data.Name		Eager Brooch	Broche Zèle	Eiferspange	Broche Ánimo			Spillabrama	はりきりブローチ			
0016-xcl_family_cranidos_00-0000|data.Name		Skull Helmet	Casque Crâne	Schädelhelm	Casco Pardo			Elmoteschio	スカルヘルメット			
0016-xcl_family_cresselia_00-0000|data.Name		Lunar Veil	Voile Lune	Mondschleier	Velo Lunar		초승달베일	Pannolunare	みかづきのベール			
0016-xcl_family_cyndaquil_00-0000|data.Name		Blast Bangle	Explojonc	Knallarmreif	Aro Ígneo		블라스트뱅글	Lacciovampa	ブラストバングル			
0016-xcl_family_cyndaquil_01-0000|data.Name		Volcano Torc	Torquevolcan	Vulkanreif	Alhaja Magma		볼케이노링	Vulcatorque	ボルケーノリング			
0016-xcl_family_cyndaquil_04-0000|data.Name		Blazing Rock	Roc Ardent	Loderstein	Roca Fogosa		활활타는돌	Rocciavampa	もえさかるいし			
0016-xcl_family_darkrai_00-0000|data.Name		Eclipse Robe	Robe Eclipse	Finsterrobe	Toga Eclipse		암흑로브	Vesteclisse	あんこくのローブ			
0016-xcl_family_delibird_00-0000|data.Name		Snow Brooch	Broche Neige	Schneespange	Broche Nieve			Spillaneve	ふぶきのブローチ			
0016-xcl_family_deoxys_00-0000|data.Name		Revive Robe	Robe Rappel	Beleberobe	Toga Drenaje		재생로브	Vitalveste	さいせいのローブ			
0016-xcl_family_dialga_00-0000|data.Name		Time Shield	Chronoécu	Zeitschild	Escudo Eón		타임실드	Scudotempo	タイムシールド			
0016-xcl_family_dialga_04-0000|data.Name		Time Jewel										
0016-xcl_family_doduo_00-0000|data.Name		Fight Torc	Torquecombat	Kampfreif	Alhaja Lucha			Colpotorque	とうこんリング			
0016-xcl_family_dratini_00-0000|data.Name		Mirage Cape	Cape Mirage	Wundercape	Sayo Ilusión			Illusidrappo	まぼろしのマント			
0016-xcl_family_drifloon_00-0000|data.Name		Breeze Scarf	Echarpebrise	Windschal	Pañ. Brisa		브리즈스카프	Velozefiro	ブリーズスカーフ			
0016-xcl_family_drifloon_04-0000|data.Name		Wind Heart	Cœur Vent	Windherz	Corazón Aire		바람하트	Cuordivento	かぜのハート			
0016-xcl_family_drifloon_05-0000|data.Name		Easy Charm	Charme Relax	Leichtamul.	Amuleto Puro		마음대로부적	Monilefacile	きままなおまもり			
0016-xcl_family_drowzee_00-0000|data.Name		Dream Coin	Pièce Songe	Traummünze	Moneda Sueño			Sognosoldo	ゆめのコイン			
0016-xcl_family_dunsparce_00-0000|data.Name		Escape Scarf	Echapécharpe	Fluchtschal	Pañuelo Fuga			Fugavelo	にげあしスカーフ			
0016-xcl_family_duskull_00-0000|data.Name		Unlucky Sash	Etole Poisse	Unglückgurt	Banda Suerte			Sfortufascia	あくうんバンダナ			
0016-xcl_family_eevee_00-0000|data.Name		Fairy Collar		Feenschal								
0016-xcl_family_eevee_03-0000|data.Name		Icy Collar	Cryocollier	Eisschal	Collar Hielo		눈보라목도리	Collaregelo	ふぶきのえりまき			
0016-xcl_family_eevee_06-0000|data.Name		Virid Collar	Phytocollier	Grünschal	Collar Hoja		기적목도리	Collarfronda	きせきのえりまき			
0016-xcl_family_eevee_09-0000|data.Name		Dusk Collar	Nocticollier	Dämmerschal	Collar Ocaso		어둠목도리	Collarescuro	やみのえりまき			
0016-xcl_family_eevee_12-0000|data.Name		Light Collar	Lumicollier	Lichtschal	Collar Luz		빛목도리	Collareluce	ひかりのえりまき			
0016-xcl_family_eevee_15-0000|data.Name		Fire Collar	Pyrocollier	Feuerschal	Collar Fuego		불꽃목도리	Collarefuoco	ほのおのえりまき			
0016-xcl_family_eevee_18-0000|data.Name		Volt Collar	Voltacollier	Stromschal	Collar Elec.		천둥목도리	Collarevolt	かみなりえりまき			
0016-xcl_family_eevee_21-0000|data.Name		Aqua Collar	Aquacollier	Aquaschal	Acuacollar		물목도리	Acquacollare	みずのえりまき			
0016-xcl_family_eevee_24-0000|data.Name		Prism Ruff	Col Prisme	Prismakrause	Chal Irisado		무지개빛머플러	Bandaprisma	なないろマフラー			
0016-xcl_family_ekans_00-0000|data.Name		Shock Ruff	Col Horreur	Schockkrause	Chal Asombro			Bandashock	ビックリマフラー			
0016-xcl_family_electabuzz_00-0000|data.Name		Voltaic Band	Bande Volta	Voltaikband	Cinta Voltio		뇌전머리띠	Nastrovolt	らいでんハチマキ			
0016-xcl_family_electabuzz_04-0000|data.Name		Jolt Charm	Charme Choc	Schockamul.	Voltamuleto		저리부적	Monileshock	しびれるおまもり			
0016-xcl_family_electabuzz_05-0000|data.Name		Charge Seal	Sceau Charge	Ladesiegel	Cuño Voltio		충전호신부	Sigilcarica	じゅうでんのふだ			
0016-xcl_family_farfetchd_00-0000|data.Name		Bullseye Bow	Ruban Mire	Trefferband	Lazo Diana			Centrofiocco	めいちゅうリボン			
0016-xcl_family_feebas_00-0000|data.Name		Grace Scarf	Belécharpe	Prachtschal	Pañ. Primor			Splendorvelo	うるわしスカーフ			
0016-xcl_family_gastly_00-0000|data.Name		Sunglasses	Lunettes UV	Sonnenbrille	Gafas Pardas			Lentioscure	くろいサングラス			
0016-xcl_family_gastly_01-0000|data.Name		Slip Scarf	Glissécharpe	Rutschschal	Pañ. Huida			Sgusciavelo	すりぬけスカーフ			
0016-xcl_family_geodude_00-0000|data.Name		Rugged Sash	Rugueusétole	Raugurt	Banda Áspera			Durafascia	ごつごつバンダナ			
0016-xcl_family_gible_00-0000|data.Name		Mach Scarf	Echarpe Mach	Robustschal	Pañuelo Mach		마하스카프	Veloveloce	マッハスカーフ			
0016-xcl_family_gible_01-0000|data.Name		Meteor Torc	Torquemétéore	Meteorreif	Alhaja Astro		메테오링	Meteotorque	メテオリング			
0016-xcl_family_girafarig_00-0000|data.Name		Reverse Bow	Ruban Revers	Retourband	Lazo Reverso			Fioccoreflex	リバースリボン			
0016-xcl_family_giratina_00-0000|data.Name		Nether Veil	Infravoile	Geistschl.	Infravelo		명계베일	Oltrepanno	めいかいのベール			
0016-xcl_family_glameow_00-0000|data.Name		Scary Belt	Abominablobi	Gruselgürtel	Cinto Miedo			Cintatruce	こわいベルト			
0016-xcl_family_grimer_00-0000|data.Name		Slimy Bow	Glairoruban	Glibberband	Lazo Viscoso			Viscitorque	ねばつきリボン			
0016-xcl_family_groudon_00-0000|data.Name		Terra Ring	Terrabague	Terra-Ring	Anillo Terra		대지반지	Terranello	だいちのゆびわ			
0016-xcl_family_groudon_02-0000|data.Name		Terra Tag										
0016-xcl_family_groudon_03-0000|data.Name		Terra Coin										
0016-xcl_family_groudon_04-0000|data.Name		Terra Crest										
0016-xcl_family_growlithe_00-0000|data.Name		Legend Bow	Ruban Mythe	Legendenband	Lazo Leyenda			Miticofiocco	レジェンドリボン			
0016-xcl_family_heatran_00-0000|data.Name		Searing Ring	Bague Ignée	Brennring	Anillo Brasa		불타는반지	Anellofiamma	やけつくゆびわ			
0016-xcl_family_heracross_00-0000|data.Name		Horn Torc	Torque Corne	Hornreif	Alh. Cuerno			Torquecorno	ツノリング			
0016-xcl_family_hippopotas_00-0000|data.Name		Grit Veil	Voilesableux	Dünenschlei.	Velo Grava			Pannosabbia	すなのベール			
0016-xcl_family_ho_oh_beasts_00-0000|data.Name		Rainbow Veil	Voile-en-ciel	Regenbogenschl.	Velo Irisado		레인보우베일	Pannobaleno	レインボーベール			
0016-xcl_family_ho_oh_beasts_01-0000|data.Name		Rainbow Wing		Regenbogenflügel								
0016-xcl_family_ho_oh_beasts_04-0000|data.Name		Rainbow Brooch		Regenbogenspange								
0016-xcl_family_ho_oh_beasts_05-0000|data.Name		Clear Wing										
0016-xcl_family_ho_oh_beasts_06-0000|data.Name		Bolt Fang	Croc Eclair	Blitzzahn	Truenodiente		우뢰이빨	Zannafulmine	いかずちのキバ			
0016-xcl_family_ho_oh_beasts_10-0000|data.Name		Flare Fang	Croc Brasier	Flammenzahn	Diente Llama		타오름이빨	Ardizanna	えんじょうのキバ			
0016-xcl_family_ho_oh_beasts_14-0000|data.Name		Aqua Mantle	Aquamanteau	Wassermantel	Acuamanto		물우의	Idromanto	みずのはごろも			
0016-xcl_family_ho_oh_beasts_18-0000|data.Name		Sacred Collar										
0016-xcl_family_hoppip_00-0000|data.Name		Cotton Torc	Torque Coton	Baumwollreif	Alh. Algadón			Cotontorque	わたくさのリング			
0016-xcl_family_horsea_00-0000|data.Name		Tornado Bow	Ruban Typhon	Tornadoband	Lazo Tornado			Turbinfiocco	トルネードリボン			
0016-xcl_family_horsea_01-0000|data.Name		Swirl Scarf	Vortexécharp	Strudelschal	Pañ. Espiral			Mulinovelo	うずしおスカーフ			
0016-xcl_family_houndour_00-0000|data.Name		Pit Fang	Croc Abîme	Grubenzahn	Diente Sima			Zannabisso	じごくのキバ			
0016-xcl_family_jigglypuff_00-0000|data.Name		Friend Torc	Torque Ami	Freundreif	Alhaja Unión		프렌드링	Torquintesa	フレンドリング			
0016-xcl_family_jigglypuff_01-0000|data.Name		Snooze Ring	Roupibague	Dösring	Anillo Sueño		잠듦반지	Anellopisolo	ねむりのゆびわ			
0016-xcl_family_jigglypuff_04-0000|data.Name		Bouncy Charm	Charmerebond	Hüpfamulett	Amuleto Gozo		탄력부적	Monilesalto	はずむおまもり			
0016-xcl_family_jigglypuff_05-0000|data.Name		Slumber Rock	Roc Sommeil	Ruhestein	Roca Onírica		선잠돌	Rocciasonno	うたたねのいし			
0016-xcl_family_jirachi_00-0000|data.Name		Wish Mantle	Manteau Vœu	Wunschmantel	Manto Deseo		소망우의	Mantosogno	ねがいのはごろも			
0016-xcl_family_jirachi_02-0000|data.Name		Wish Shard										
0016-xcl_family_jirachi_03-0000|data.Name		Wish Dust										
0016-xcl_family_jirachi_04-0000|data.Name		Wish Tag										
0016-xcl_family_jynx_00-0000|data.Name		Ruin Scarf	Echarperuine	Ruinschal	Pañ. Ruina		멸망스카프	Velorovina	ほろびのスカーフ			
0016-xcl_family_jynx_04-0000|data.Name		Kiss Charm	Charme Bisou	Kussamulett	Amuleto Beso		키스부적	Monilebacio	キッスのおまもり			
0016-xcl_family_jynx_05-0000|data.Name		Frozen Ore	Mineraigivre	Gefriererz	Pepita Nívea		얼음보석	Metalgelo	こおりのほうせき			
0016-xcl_family_krabby_00-0000|data.Name		Super Sash	Super Etole	Supergurt	Banda Guay			Superfascia	すごいバンダナ			
0016-xcl_family_kyogre_00-0000|data.Name		Seabed Veil	Voile Abysse	Tiefseeschl.	Velo Marino		해저베일	Pannomare	かいていのベール			
0016-xcl_family_kyogre_02-0000|data.Name		Seabed Dew										
0016-xcl_family_kyogre_03-0000|data.Name		Seabed Coin										
0016-xcl_family_kyogre_04-0000|data.Name		Seabed Crest										
0016-xcl_family_lake_trio_00-0000|data.Name		Edify Robe	Robe Edifiante	Erbaurobe	Toga Huída		득도로브	Saggioveste	さとりのローブ			
0016-xcl_family_lake_trio_02-0000|data.Name		Charity Robe	Robe Charité	Benefizrobe	Toga Socorro		은혜로브	Vestedono	めぐみのローブ			
0016-xcl_family_lake_trio_04-0000|data.Name		Hope Robe	Robe Espoir	Chancenrobe	Toga Evasión		희망로브	Sognoveste	きぼうのローブ			
0016-xcl_family_lake_trio_06-0000|data.Name		Spirit Dust										
0016-xcl_family_lake_trio_07-0000|data.Name		Spirit Shard										
0016-xcl_family_lake_trio_08-0000|data.Name		Red Chain										
0016-xcl_family_lake_trio_09-0000|data.Name		Spirit Crest										
0016-xcl_family_lapras_00-0000|data.Name		Mystic Scarf	Echarpmystik	Mystikschal	Pañ. Místico		신비스카프	Velomistico	しんぴのスカーフ			
0016-xcl_family_lapras_04-0000|data.Name		Wavy Charm	Charme Onde	Wogenamulett	Amuleto Onda		파도부적	Monileonda	なみのおまもり			
0016-xcl_family_larvitar_00-0000|data.Name		Crash Claw	Destrugriffe	Quetschklaue	Garra Chocar			Spaccartigli	ほうかいのツメ			
0016-xcl_family_lati_duo_00-0000|data.Name		Heart Brooch	Broche Cœur	Herzspange	Broche Flor		마음브로치	Spillacuore	こころのブローチ			
0016-xcl_family_lati_duo_02-0000|data.Name		Eon Veil	Voile Eon	Äonenschlei.	Velo Eón		무한베일	Pannoeterno	むげんのベール			
0016-xcl_family_lati_duo_06-0000|data.Name		Eon Seal										
0016-xcl_family_lati_duo_07-0000|data.Name		Heart Crest										
0016-xcl_family_lickitung_00-0000|data.Name		Flabby Belt	Obi Flasque	Wabbelgürtel	Cinto Fofo			Mollecinta	ぶよぶよベルト			
0016-xcl_family_lotad_01-0000|data.Name		Jolly Scarf	Echarpenjoué	Fidelschal	Pañ. Alegre			Velogioviale	ようきなスカーフ			
0016-xcl_family_lugia_00-0000|data.Name		Silver Veil	Voile Argent	Silberschl.	Velo Plata		플래티넘베일	Pannargento	プラチナベール			
0016-xcl_family_lugia_01-0000|data.Name		Silver Wing		Silberflügel								
0016-xcl_family_lugia_04-0000|data.Name		Silver Brooch		Silberspange								
0016-xcl_family_lugia_05-0000|data.Name		Deep Sea Jewel		Tiefseejuwel								
0016-xcl_family_lunatone_solrock_06-0000|data.Name		Meteor Charm		Meteoramulett								
0016-xcl_family_magikarp_00-0000|data.Name		Tempest Sash	Etolecyclone	Gewittergurt	Banda Tifón			Turbinfascia	あらしのバンダナ			
0016-xcl_family_magmar_04-0000|data.Name		Ember Jewel	Joyau Braise	Glutjuwel	Gema Ascuas		불씨보주	Bijoufiamma	ひだねのほうじゅ			
0016-xcl_family_magmar_05-0000|data.Name		Erupt Ore	Minerai Lave	Erupterz	Pepita Lava		불뿜기보석	Metallolava	ひふきのほうせき			
0016-xcl_family_magnemite_00-0000|data.Name		Builder Sash	Bâtissétole	Baugurt	Banda Alisar			Magnefascia	じがためバンダナ			
