Key		EN	DE	PT	IT	ZH-HANS	FR	ES	KO	JA	JA-JP	ZH-HANT
0665-ice_hammer-0000|data.Name		Ice Hammer	Eishammer		Martelgelo	冰锤	Marteau de Glace	Martillo Hielo	아이스해머	アイスハンマー	アイスハンマー	冰錘
0665-ice_hammer-0001|data.Desc		The user swings and hits with its strong, heavy fist. It lowers the user's Speed, however.	Anwender trifft mit einem starken Hieb. Senkt Initiative des Anwenders.		Infligge danni al bersaglio colpendolo con un pugno molto potente. Riduce la Velocità di chi la usa.	挥舞强力而沉重的拳头，给予对手伤害。自己的速度会降低。	Le lanceur donne un puissant coup de poing à l'ennemi. Réduit la Vitesse du lanceur.	Un terrible puño golpea al contrincante, pero la Velocidad del usuario se ve reducida.	강하고 무거운 주먹을 휘둘러 데미지를 준다. 자신의 스피드가 떨어진다.	つよくて　おもい　こぶしを ふるって　ダメージを　あたえる。 じぶんの　すばやさが　さがる。	強くて　重い　こぶしを ふるって　ダメージを　与える。 自分の　素早さが　さがる。	揮舞強力而沉重的拳頭， 給予對手傷害。 自己的速度會降低。
0666-floral_healing-0000|data.Name		Floral Healing	Florakur		Cura Floreale	花疗	Soin Floral	Cura Floral	플라워힐	フラワーヒール	フラワーヒール	花療
0666-floral_healing-0001|data.Desc		The user restores the party's HP. It restores more HP when the terrain is grass.	KP des Teams werden aufgefüllt. Die Wirkung steigt, wenn der Untergrund ein Grasfeld ist.									
0667-high_horsepower-0000|data.Name		High Horsepower	Pferdestärke		Forza Equina	十万马力	Cavalerie Lourde	Fuerza Equina	10만마력	１０まんばりき	１０まんばりき	十萬馬力
0667-high_horsepower-0001|data.Desc		The user fiercely attacks the target using its entire body.	Der Anwender greift das Ziel mit einer heftigen Ganzkörper-Attacke an.		Chi la usa travolge il bersaglio con un attacco possente.	使出全身力量，猛攻对手。	Le lanceur attaque violemment en utilisant tout son poids.	Asesta un golpe devastador usando todo su cuerpo.	온몸을 써서 상대에게 맹렬히 어택한다.	ぜんしんを　つかって あいてに　もうアタックする。	全身を　使って 相手に　猛アタックする。	使出全身力量， 猛攻對手。
0668-strength_sap-0000|data.Name		Strength Sap	Kraftabsorber		Assorbiforza	吸取力量	Vole-Force	Absorbefuerza	힘흡수	ちからをすいとる	ちからをすいとる	吸取力量
0668-strength_sap-0001|data.Desc		The user restores its HP by the same amount as the target's Attack stat. It also lowers the target's Attack stat.	Ein Angriff, der die KP des Anwenders um die Höhe des Angriffs-Werts des Zieles heilt. Anschließend wird der Angriff des Zieles gesenkt.		Fa recuperare una quantità di PS pari all'Attacco del bersaglio, che vedrà diminuire questa statistica.	给自己回复和对手攻击力相同数值的HP，然后降低对手的攻击。	Rend au lanceur une quantité de PV équivalente à la stat d'Attaque de la cible, puis baisse celle-ci.	Restaura una cantidad de PS equivalente al valor de Ataque del rival, que además verá reducida esta característica.	상대 공격력과 동일하게 자신의 HP를 회복한다. 그리고 상대의 공격을 떨어뜨린다.	あいての　こうげきりょくと　おなじだけ じぶんの　ＨＰを　かいふくする。 そして　あいての　こうげきを　さげる。	相手の　攻撃力と　同じだけ 自分の　ＨＰを　回復する。 そして　相手の　攻撃を　さげる。	將自己的ＨＰ回復到和 對手的攻擊力相同。 然後降低對手的攻擊。
0669-solar_blade-0000|data.Name		Solar Blade	Solarklinge		Lama Solare	日光刃	Lame Solaire	Cuchilla Solar	솔라블레이드	ソーラーブレード	ソーラーブレード	日光刃
0669-solar_blade-0001|data.Desc		In this two-turn attack, the user gathers light and fills a blade with the light's energy, attacking the target on the next turn.	Der Anwender absorbiert in der 1. Runde Licht, das er in der 2. Runde zu einem Schwert formt, mit dem er angreift.		Chi la usa assorbe la luce condensandola in una lama al primo turno per poi attaccare al turno successivo.	第1回合收集满满的日光，第2回合将此力量集中在剑上进行攻击。	Le lanceur absorbe la lumière au premier tour et attaque au second tour en libérant cette énergie sous forme de lames.	El usuario dedica un turno a absorber energía lumínica y concentrarla en forma de cuchilla con la que ataca al rival al turno siguiente.	1턴째 빛을 가득하게 모으고 2턴째 그 힘을 검에 담아 공격한다.	１ターンめに　ひかりを　いっぱいに あつめ　２ターンめに　そのちからを けんに　こめて　こうげきする。	１ターン目に　光を　いっぱいに　集め ２ターン目に　その　力を 剣に　込めて　攻撃する。	第１回合收集滿滿的日光， 第２回合將此力量 集中在劍上並進行攻擊。
0670-leafage-0000|data.Name		Leafage	Blattwerk		Fogliame	树叶	Feuillage	Follaje	나뭇잎	このは	このは	樹葉
0670-leafage-0001|data.Desc		The user attacks by pelting the target with leaves.	Der Anwender greift das Ziel mit Blättern an.		Attacca il bersaglio con delle foglie.	将叶片打向对手，进行攻击。	Le lanceur attaque l'ennemi avec des feuilles.	Ataca al oponente lanzando hojas.	잎을 상대에 맞춰 공격한다.	はっぱを　あいてに　あてて こうげきする。	はっぱを　相手に　当てて 攻撃する。	將葉片打向對手， 進行攻擊。
0671-spotlight-0000|data.Name		Spotlight	Rampenlicht		Riflettore	聚光灯	Projecteur	Foco	스포트라이트	スポットライト	スポットライト	聚光燈
0671-spotlight-0001|data.Desc		The user shines a spotlight on the target so that only the target will be attacked during the turn.	Der Anwender lenkt die Aufmerksamkeit auf das Ziel, sodass in dieser Runde nur noch dieses Pokémon angegriffen wird.		Chi la usa accende un riflettore sopra il bersaglio deviando su di lui per quel turno tutti gli attacchi dei suoi nemici.	给宝可梦打上聚光灯，该回合只能瞄准该宝可梦。	Met un Pokémon sous le feu des projecteurs et force tout le monde à le viser.	Convierte a uno de los Pokémon que están combatiendo en el foco de atención, de modo que todos los ataques se dirijan hacia él.	포켓몬에게 스포트라이트를 비춰 그 턴에서 그 포켓몬만 공격할 수 있게 한다.	ポケモンに　スポットライトを　あて そのターンに　そのポケモンしか ねらえない　ようにする。	ポケモンに　スポットライトを　当て そのターンに　そのポケモンしか 狙えない　ようにする。	幫寶可夢打聚光燈， 該回合只能瞄準該寶可夢。
0672-toxic_thread-0000|data.Name		Toxic Thread	Giftfaden		Velenotela	毒丝	Fil Toxique	Hilo Venenoso	독실	どくのいと	どくのいと	毒絲
0672-toxic_thread-0001|data.Desc		The user shoots poisonous threads to poison the target and lower the target's Speed stat.	Der Anwender schießt giftige Fäden auf das Ziel, das dadurch vergiftet wird. Außerdem sinkt seine Initiative.		Avvelena il bersaglio avvolgendolo con filamenti tossici e ne riduce la Velocità.	将混有毒的丝吐向对手。使其中毒，从而降低对手的速度。	Tisse un fil imprégné de venin. Empoisonne la cible et baisse sa Vitesse.	Ataca al oponente con hilillos venenosos que reducen su Velocidad y lo envenenan.	독이 섞인 실을 뿜어낸다. 상대를 독 상태로 만들고 스피드를 떨어뜨린다.	どくの　まじった　いとを　ふきつける。 あいてを　どくにして すばやさを　さげる。	毒の　混じった　糸を　吹き付ける。 相手を　毒にして 素早さを　さげる。	將混有毒的絲吐向對手。 使其中毒， 進而降低對手的速度。
0673-laser_focus-0000|data.Name		Laser Focus	Konzentration		Concentrazione	磨砺	Affilage	Aguzar	예민해지기	とぎすます	とぎすます	磨礪
0673-laser_focus-0001|data.Desc		The user concentrates intensely. The attack on the next turn always results in a critical hit.	Der Anwender konzentriert sich, wodurch sein nächster Angriff garantiert ein Volltreffer wird.		Chi la usa si concentra e nel turno successivo metterà sicuramente a segno un brutto colpo.	集中精神，下次攻击必定会击中要害。	Le lanceur se concentre pour être sûr de porter un coup critique au tour suivant.	El usuario se concentra para que el siguiente ataque propine un golpe crítico.	정신을 집중해서 다음 공격을 반드시 급소에 맞춘다.	せいしんを　しゅうちゅうして つぎの　こうげきを　かならず きゅうしょに　あてる。	精神を　集中して 次の　攻撃を　必ず 急所に　当てる。	集中精神， 下次攻擊必定會擊中要害。
0674-gear_up-0000|data.Name		Gear Up	Hilfsmechanik		Marciainpiù	辅助齿轮	Engrenage	Piñón Auxiliar	어시스트기어	アシストギア	アシストギア	輔助齒輪
0674-gear_up-0001|data.Desc		The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability.	Der Anwender erhöht mithilfe von Zahnrädern Angriff und Spezial-Angriff von Team-Pokémon mit der Fähigkeit Plus oder Minus.		Dà una marcia in più agli alleati con le abilità Meno o Più aumentandone l'Attacco e l'Attacco Speciale.	启动齿轮，提高特性为正电和负电的宝可梦的攻击和特攻。	Change de réglage pour augmenter l'Attaque et l'Attaque Spéciale des alliés ayant les talents Plus ou Minus.	Cambia de marcha y logra aumentar el Ataque y el Ataque Especial de los Pokémon aliados que cuenten con las habilidades Más y Menos.	기어를 넣는 것으로 특성 플러스와 마이너스의 공격과 특수공격이 올라간다.	ギアを　いれる　ことによって とくせい　プラスと　マイナスの こうげきと　とくこうが　あがる。	ギアを　入れる　ことによって 特性　プラスと　マイナスの 攻撃と　特攻が　あがる。	藉由啟動齒輪， 提高特性為正電和負電的 寶可夢的攻擊和特攻。
0675-throat_chop-0000|data.Name		Throat Chop	Neck Strike		Colpo Infernale	地狱突刺	Exécu-Son	Golpe Mordaza	지옥찌르기	じごくづき	じごくづき	地獄突刺
0675-throat_chop-0001|data.Desc		The user attacks the target's throat, and the resultant suffering prevents the target from using moves that emit sound for two turns.	Das Pokémon, das von dieser Attacke getroffen wird, erleidet starke Schmerzen und kann deswegen zwei Runden lang keine Lärm-Attacken mehr einsetzen.		Chi viene colpito da questa mossa prova un dolore lancinante e non può più usare mosse basate sul suono per due turni.	受到此招式攻击的对手，会因为地狱般的痛苦，在2回合内，变得无法使出声音类招式。	Inflige une douleur tellement violente à la cible qu'elle ne peut plus émettre de sons pendant deux tours.	Inflige al rival un dolor tan abrumador que le impide utilizar durante dos turnos ataques que se sirven del sonido.	이 기술에 맞은 상대는 지옥의 고통 때문에 2턴 동안 소리 기술을 낼 수 없다.	この　わざを　うけた　あいては じごくの　くるしみから　２ターンのあいだ おとの　わざを　だすことが　できなくなる。	この　技を　受けた　相手は 地獄の　苦しみから　２ターンの間 音の　技を　出すことが　できなくなる。	受到此招式攻擊的對手， 會因為地獄般的痛苦，在２回合內 無法使用會發出聲音的招式。
0676-pollen_puff-0000|data.Name		Pollen Puff	Pollenknödel		Sferapolline	花粉团	Boule Pollen	Bola de Polen	꽃가루경단	かふんだんご	かふんだんご	花粉團
0676-pollen_puff-0001|data.Desc		The user attacks the enemy with a pollen puff that explodes. If the target is an ally, it gives the ally a pollen puff that restores its HP instead.	Der Anwender greift mit einem Ball aus Pollen an, der beim Ziel explodiert. Mitstreiter werden von einem Ball getroffen, der ihre KP auffüllt.		Chi la usa attacca il nemico con una sfera esplosiva. Se colpisce degli alleati, fa recuperare loro dei PS.	对敌人使用是会爆炸的团子。对我方使用则是给予回复的团子。	Utilisé sur l'ennemi, envoie une boule explosive qui fait des dégâts ; sur un allié, donne du bon pollen nutritif qui fait récupérer des PV.	Ataca al oponente con una bola explosiva. Si esta alcanza a un aliado, le hará recuperar PS.	상대에게는 폭발하는 경단을 사용하여 공격한다. 같은 편에게는 회복하는 경단을 준다.	てきには　ばくはつする　だんごを つかって　こうげき。　みかたには かいふくする　だんごを　あたえる。	敵には　爆発する　だんごを 使って　攻撃。　味方には 回復する　だんごを　与える。	對敵人使用時，用會爆炸的花粉團來攻擊。 對我方同伴使用時， 則給予有回復效果的花粉團。
0677-anchor_shot-0000|data.Name		Anchor Shot	Ankerschuss		Colpo d'Ancora	掷锚	Ancrage	Anclaje	앵커숏	アンカーショット	アンカーショット	擲錨
0677-anchor_shot-0001|data.Desc		The user entangles the target with its anchor chain while attacking. The target becomes unable to flee.	Der Anwender greift das Ziel an, indem er es mit einer Ankerkette umwickelt. Dadurch wird das Ziel an der Flucht gehindert.		Chi la usa attacca il nemico con un'ancora e lo intrappola nella catena impedendogli di fuggire.	将锚缠住对手进行攻击。使对手无法逃走。	Le lanceur jette son ancre sur la cible pour l'attaquer. Une fois accrochée, elle l'empêche de s'enfuir.	Ataca lanzando un ancla al oponente, que queda atrapado y no puede huir.	앵커를 상대에게 휘감아서 공격한다. 상대는 도망칠 수 없게 된다.	アンカーを　あいてに　からませて こうげきする。　あいては にげることが　できなくなる。	アンカーを　相手に　からませて 攻撃する。　相手は 逃げることが　できなくなる。	將錨纏住對手進行攻擊。 使對手無法逃走。
0678-psychic_terrain-0000|data.Name		Psychic Terrain	Psychofeld		Campo Psichico	精神场地	Champ Psychique	Campo Psíquico	사이코필드	サイコフィールド	サイコフィールド	精神場地
0678-psychic_terrain-0001|data.Desc		This protects Pokémon on the ground from priority moves and powers up Psychic-type moves for five turns.	Verhindert für fünf Runden, dass Pokémon am Boden von Attacken mit hoher Erstschlagquote getroffen werden. Erhöht die Stärke von Psycho-Attacken.		Per cinque turni il terreno entra nello stato di Campo Psichico: i Pokémon a terra non subiscono mosse ad alta priorità e le mosse di tipo Psico sono potenziate.	在5回合内，地面上的宝可梦不会受到先制招式的攻击。超能力属性的招式威力会提高。	Pendant cinq tours, les Pokémon au sol ne peuvent plus subir d'attaques prioritaires et la puissance des capacités de type Psy augmente.	Durante cinco turnos, se potencian los movimientos de tipo Psíquico y los Pokémon que están en el suelo quedan protegidos contra movimientos con prioridad.	5턴 동안 땅에 있으면 선제공격을 받지 않는다. 에스퍼타입의 위력이 올라간다.	５ターンの　あいだ　じめんにいると せんせいわざを　うけない。 エスパータイプの　いりょくが　あがる。	５ターンの間　地面にいると 先制技を　受けない。 エスパータイプの　威力が　あがる。	在５回合內，地面上的寶可夢 不會受到先制招式攻擊。 超能力屬性的招式威力會提高。
0679-lunge-0000|data.Name		Lunge	Anfallen		Assalto	猛扑	Furie-Bond	Plancha	덤벼들기	とびかかる	とびかかる	猛撲
0679-lunge-0001|data.Desc		The user makes a lunge at the target, attacking with full force. This also lowers the target's Attack stat.	Der Anwender greift das Ziel mit ganzer Kraft an, wodurch auch der Angriffs-Wert des Zieles sinkt.		Chi la usa si lancia con tutte le sue forze sul bersaglio e ne riduce l'Attacco.	全力猛扑对手进行攻击。从而降低对手的攻击。	Le lanceur se jette sur la cible de toutes ses forces pour lui infliger des dégâts et baisser son Attaque.	Ataca al oponente abalanzándose sobre él con todas sus fuerzas y reduce su Ataque.	전력으로 상대에게 덤벼들며 공격한다. 상대의 공격을 떨어뜨린다.	ぜんりょくで　あいてに とびかかって　こうげき。 あいての　こうげきを　さげる。	全力で　相手に 飛びかかって　攻撃。 相手の　攻撃を　さげる。	全力猛撲對手進行攻擊。 進而降低對手的攻擊。
0680-fire_lash-0000|data.Name		Fire Lash	Feuerpeitsche		Frusta di Fuoco	火焰鞭	Fouet de Feu	Látigo Ígneo	불꽃채찍	ほのおのムチ	ほのおのムチ	火焰鞭
0680-fire_lash-0001|data.Desc		The user strikes the target with a burning lash. This also lowers the target's Defense stat.	Der Anwender greift das Ziel mit einer brennenden Peitsche an und senkt dabei zusätzlich dessen Verteidigungs-Wert.		Colpisce il bersaglio con una frusta infuocata e ne riduce la Difesa.	用燃烧的鞭子抽打对手。受到攻击的对手防御会降低。	Frappe la cible avec un fouet incandescent et baisse sa Défense.	Golpea al oponente con un látigo incandescente y reduce su Defensa.	불타는 채찍으로 상대를 친다. 공격을 받은 상대는 방어가 떨어진다.	やけたムチで　あいてを　うちつける。 こうげきを　うけた　あいては ぼうぎょが　さがる。	焼けたムチで　相手を　打ちつける。 攻撃を　受けた　相手は 防御が　さがる。	用燃燒的鞭子抽打對手。 受到攻擊的對手防禦會降低。
0681-power_trip-0000|data.Name		Power Trip	Überheblichkeit		Tracotanza	嚣张	Arrogance	Chulería	기어오르기	つけあがる	つけあがる	囂張
0681-power_trip-0001|data.Desc		The user boasts its strength and attacks the target. The more the user's stats are raised, the greater the move's power.	Der Anwender prahlt mit seiner Stärke und greift das Ziel an. Dieser Angriff ist umso stärker, je weiter die Statuswerte des Anwenders erhöht sind.		Chi la usa attacca il bersaglio sfoggiando la propria forza. Più le sue statistiche sono state aumentate, più la mossa è potente.	耀武扬威地攻击对手，自己的能力提高得越多，威力就越大。	Ivre de puissance, le lanceur attaque de toutes ses forces. Plus ses stats ont été augmentées, plus la puissance de l'attaque est élevée.	Ataca al oponente presumiendo de su fuerza. Cuanto más hayan subido las características del usuario, mayor será el daño.	자신의 강함을 뻐기고 공격한다. 자신의 능력이 올라가 있는 만큼 위력이 오른다.	じぶんの　つよさを　はなたかだかに こうげきする。じぶんの　のうりょくが あがって　いるほど　いりょくが　あがる。	自分の　強さを　鼻高々に 攻撃する。自分の　能力が あがって　いるほど　威力が　あがる。	耀武揚威地攻擊對手， 自己的能力提高得越多， 威力就越大。
0682-burn_up-0000|data.Name		Burn Up	Ausbrennen		Ultima Fiamma	燃尽	Flamme Ultime	Llama Final	불사르기	もえつきる	もえつきる	燃盡
0682-burn_up-0001|data.Desc		To inflict massive damage, the user burns itself out. After using this move, the user will no longer be Fire type.	Der Anwender nutzt das gesamte Feuer in seinem Körper, um großen Schaden auszuteilen. Die restliche Kampfdauer gehört er nicht mehr dem Typ Feuer an.		Chi la usa attacca sfruttando tutta la sua potenza incendiaria per infliggere gravi danni al bersaglio, ma come conseguenza perde il tipo Fuoco.	将自己全身燃烧起火焰来，给予对手大大的伤害。自己的火属性将会消失。	Le Pokémon se consume et les flammes de son corps infligent des dégâts élevés à la cible. Le lanceur perd le type Feu.	Utiliza hasta el último resquicio de llamas de su cuerpo para infligir un grave daño al oponente. Tras el ataque, el usuario deja de ser de tipo Fuego.	전신의 불꽃을 모두 태워서 큰 데미지를 준다. 자신의 불꽃타입이 없어진다.	ぜんしんの　ほのおを　すべて もやして　だいダメージを　あたえる。 じぶんの　ほのおタイプが　なくなる。	全身の　ほのおを　すべて 燃やして　大ダメージを　与える。 自分の　ほのおタイプが　なくなる。	燃盡全身的火焰， 給予對手巨大的傷害。 自己的火屬性將會消失。
0683-speed_swap-0000|data.Name		Speed Swap	Initiativetausch		Velociscambio	速度互换	Permuvitesse	Cambiavelocidad	스피드스웹	スピードスワップ	スピードスワップ	速度互換
0683-speed_swap-0001|data.Desc		The user exchanges Speed stats with the target.	Der Anwender tauscht seinen Initiative-Wert mit dem des Zieles.		Chi la usa scambia la propria Velocità con quella del bersaglio.	将对手和自己的速度进行互换。	Intervertit la Vitesse du lanceur et celle de la cible.	Intercambia su Velocidad por la del oponente.	상대의 스피드와 자신의 스피드를 교체한다.	あいての　すばやさと じぶんの　すばやさを いれかえて　しまう。	相手の　素早さと 自分の　素早さを 入れ替えてしまう。	將對手和自己的速度 進行互換。
0684-smart_strike-0000|data.Name		Smart Strike	Schmalhorn		Sottilcorno	修长之角	Estocorne	Cuerno Certero	스마트호른	スマートホーン	スマートホーン	修長之角
0684-smart_strike-0001|data.Desc		The user stabs the target with a sharp horn. This attack never misses.	Der Anwender durchbohrt das Ziel mit seinem spitzen Horn. Diese Attacke trifft immer.		Chi la usa colpisce il bersaglio con un corno appuntito. Questa mossa va sempre a segno.	用尖尖的角刺入对手进行攻击。攻击必定会命中。	Le lanceur transperce la cible avec sa corne effilée. Touche toujours l'ennemi.	Ensarta al adversario con su afilada cornamenta. Este movimiento acierta siempre.	뾰족한 뿔로 상대를 꿰찔러서 공격한다. 공격은 반드시 명중한다.	とがった　つので　あいてを つきさして　こうげきする。 こうげきは　かならず　めいちゅう　する。	とがった　つので　相手を 突き刺して　攻撃する。 攻撃は　必ず　命中する。	用尖尖的角刺進對手進行攻擊。 攻擊必定會命中。
0685-purify-0000|data.Name		Purify	Läuterung		Purificazione	净化	Purification	Purificación	정화	じょうか	じょうか	淨化
0685-purify-0001|data.Desc		The user heals the target's status condition. If the move succeeds, it also restores the user's own HP.	Der Anwender heilt das Statusproblem des Zieles und füllt dadurch seine eigenen KP auf.		Chi la usa cura i problemi di stato del bersaglio e in cambio recupera PS.	治愈对手的异常状态。治愈后可以回复自己的HP。	Le lanceur soigne les altérations de statut de la cible, ce qui lui permet de regagner des PV.	Cura los problemas de estado del Pokémon rival y a cambio recupera PS propios.	상대의 상태 이상을 회복한다. 회복하면 자신은 HP를 회복할 수 있다.	あいての　じょうたいいじょうを　なおす。 なおすと　じぶんは　ＨＰを かいふく　することが　できる。	相手の　状態異常を　治す。 治すと　自分は　ＨＰを 回復　することが　できる。	治癒對手的異常狀態。 治癒後可以回復自己的ＨＰ。
0686-revelation_dance-0000|data.Name		Revelation Dance	Wecktanz		Mutadanza	觉醒之舞	Danse Éveil	Danza Despertar	잠재댄스	めざめるダンス	めざめるダンス	覺醒之舞
0686-revelation_dance-0001|data.Desc		The user attacks the target by dancing very hard. The user's type determines the type of this move.	Der Anwender tanzt und greift dabei das Ziel mit voller Kraft an. Die Attacke hat denselben Typ wie das Pokémon, das sie einsetzt.		Chi la usa si lancia in una danza e attacca il nemico con tutte le sue forze. Il tipo della mossa corrisponde al tipo del Pokémon che la usa.	全力跳舞进行攻击。此招式的属性将变得和自己的属性相同。	Le lanceur attaque en dansant avec enthousiasme. Le type de la capacité est le même que celui du lanceur.	Ataque que consiste en un baile muy enérgico. El tipo de este ataque se corresponde con el del Pokémon que lo ejecuta.	전력으로 춤추며 공격한다. 이 기술의 타입은 자신의 타입과 같아진다.	ぜんりょくで　おどって　こうげきする。 この　わざの　タイプは じぶんの　タイプと　おなじに　なる。	全力で　踊って　攻撃する。 この　技の　タイプは 自分の　タイプと　同じになる。	全力跳舞進行攻擊。 此招式的屬性將 變得和自己的屬性相同。
0687-core_enforcer-0000|data.Name		Core Enforcer	Sanktionskern		Nucleocastigo	核心惩罚者	Sanction Suprême	Núcleo Castigo	코어퍼니셔	コアパニッシャー	コアパニッシャー	核心懲罰者
0687-core_enforcer-0001|data.Desc		If the Pokémon the user has inflicted damage on have already used their moves, this move eliminates the effect of the target's Ability.	Hat das Pokémon, das durch diese Attacke Schaden genommen hat, in dieser Runde bereits gehandelt, verliert es seine Fähigkeit.		Il bersaglio subisce dei danni e, se ha già agito nel turno, perde la sua abilità.	如果给予过伤害的对手已经结束行动，其特性就会被消除。	La cible subit des dégâts et, si elle a déjà agi à ce tour, elle perd aussi son talent.	Inflige daño al rival, y si este ya ha hecho uso de algún movimiento, pierde su habilidad.	데미지를 준 상대가 이미 행동을 끝냈다면 상대의 특성을 없애버린다.	ダメージを　あたえた　あいてが すでに　こうどうを　おえて　いたら あいての　とくせいを　けして　しまう。	ダメージを　与えた　相手が すでに　行動を　終えていたら 相手の　特性を　消してしまう。	如果攻擊的對手在該回合 已經結束行動， 對手的特性就會被消除。
0688-trop_kick-0000|data.Name		Trop Kick	Tropenkick		Tropicalcio	热带踢	Botte Sucrette	Patada Tropical	트로피컬킥	トロピカルキック	トロピカルキック	熱帶踢
0688-trop_kick-0001|data.Desc		The user lands an intense kick of tropical origins on the target. This also lowers the target's Attack stat.	Der Anwender greift den Gegner mit einem heftigen Tritt tropischer Herkunft an. Dabei sinkt auch der Angriffs-Wert des Gegners.		Chi la usa colpisce il bersaglio con un potente calcio sfruttando una tecnica originaria dei paesi tropicali e ne riduce l'Attacco.	向对手使出来自南国的火热脚踢。从而降低对手的攻击。	Un coup de pied chaud comme les tropiques qui inflige des dégâts à la cible et baisse son Attaque.	Lanza una patada con la fuerza del trópico que golpea al rival y reduce su Ataque.	남쪽 나라에서 유래된 뜨거운 킥을 상대에게 날린다. 상대의 공격을 떨어뜨린다.	なんごく　ゆらいの　あつい キックを　あいてに　あびせる。 あいての　こうげきを　さげる。	南国　由来の　熱い キックを　相手に　浴びせる。 相手の　攻撃を　さげる。	向對手使出來自南國的火熱腳踢。 進而降低對手的攻擊。
0689-instruct-0000|data.Name		Instruct	Kommando		Imposizione	号令	Sommation	Mandato	지휘	さいはい	さいはい	號令
0689-instruct-0001|data.Desc		The user instructs the target to use the target's last move again.	Der Anwender befiehlt dem Ziel, dessen zuletzt ausgeführte Attacke sofort wieder einzusetzen.		Costringe il bersaglio a ripetere immediatamente l'ultima mossa che ha sferrato.	向对手下达指示，让其再次使出刚才的招式。	Force la cible à lancer immédiatement la dernière capacité qu'elle a utilisée.	Fuerza al objetivo a repetir inmediatamente su último movimiento.	상대에게 지시하여 상대가 쓴 기술을 다시 한 번 쓰게 할 수 있다.	あいてが　だした　わざを しじして　もういちど ださせる　ことが　できる。	相手が　出した　技を 指示して　もう一度 出させることが　できる。	對手使出招式之後， 能夠透過指令讓對手 再次使出相同招式。
0690-beak_blast-0000|data.Name		Beak Blast	Schnabelkanone		Cannonbecco	鸟嘴加农炮	Bec-Canon	Pico Cañón	부리캐논	くちばしキャノン	くちばしキャノン	鳥嘴加農炮
0690-beak_blast-0001|data.Desc		The user first heats up its beak, and then it attacks the target. Making direct contact with the Pokémon while it's heating up its beak results in a burn.	Der Anwender erhitzt zuerst seinen Schnabel und greift dann an. Pokémon, die ihn während des Erhitzens berühren, erleiden Verbrennungen.		Chi la usa arroventa il proprio becco e poi attacca. Se un Pokémon lo colpisce con un attacco diretto mentre sta accumulando calore, resta scottato.	先加热鸟嘴后再进行攻击。鸟嘴在加热时对手触碰的话，就会使其灼伤。	Le lanceur fait chauffer son bec avant d'attaquer. S'il subit une attaque directe pendant la montée en température, l'attaquant sera brûlé.	Primero aumenta la temperatura de su pico y luego ejecuta un ataque. Quema al rival si este le propina un ataque físico mientras está calentando el pico.	먼저 부리를 가열시킨 다음 공격을 날린다. 가열 중에 만지면 화상을 입는다.	さいしょに　クチバシを　かねつしてから こうげきを　くりだす。 かねつちゅうに　さわると　やけどする。	最初に　クチバシを　加熱してから 攻撃を　くりだす。 加熱中に　さわると　やけどする。	先加熱鳥嘴後再進行攻擊。 若對手在加熱時觸碰的話， 就會灼傷。
0691-clanging_scales-0000|data.Name		Clanging Scales	Schuppenrasseln		Clamorsquame	鳞片噪音	Vibrécaille	Fragor Escamas	스케일노이즈	スケイルノイズ	スケイルノイズ	鱗片噪音
0691-clanging_scales-0001|data.Desc		The user rubs the scales on its entire body and makes a huge noise to attack the opposing Pokémon. The user's Defense stat goes down after the attack.	Der Anwender erzeugt durch das Rasseln mit seinen Schuppen ein lautes Geräusch und greift an. Anschließend sinkt seine Verteidigung.		Chi la usa attacca il bersaglio con un suono fortissimo che genera sfregando le scaglie del corpo. Dopo aver attaccato, la sua Difesa diminuisce.	摩擦全身鳞片，发出响亮的声音进行攻击。攻击后自己的防御会降低。	Le lanceur déclenche un vacarme en frottant ses écailles les unes contre les autres pour attaquer. Baisse la Défense du lanceur.	Frota todas las escamas de su cuerpo para crear un fuerte sonido con el que ataca. Cuando el ataque termina, su Defensa se ve reducida.	전신의 비늘을 비벼서 큰 소리를 내 공격한다. 공격 후 자신의 방어가 떨어진다.	ぜんしんの　うろこを　こすり おおきな　おとを　だして　こうげきする。 こうげきご　じぶんの　ぼうぎょが　さがる。	全身の　うろこを　こすり 大きな　音を　出して　攻撃する。 攻撃後　自分の　防御が　さがる。	摩擦全身鱗片， 發出響亮的聲音並進行攻擊。 攻擊後自己的防禦會降低。
0692-dragon_hammer-0000|data.Name		Dragon Hammer	Drachenhammer		Marteldrago	龙锤	Draco-Marteau	Martillo Dragón	드래곤해머	ドラゴンハンマー	ドラゴンハンマー	龍錘
0692-dragon_hammer-0001|data.Desc		The user uses its body like a hammer to attack the target and inflict damage.	Der Anwender nutzt seinen Körper wie einen Hammer und stürzt sich auf das Ziel, wodurch dieses Schaden erleidet.		Chi la usa infligge danni al bersaglio usando il proprio corpo come se fosse un martello.	将身体当作锤子，向对手发动袭击，给予伤害。	Le lanceur utilise son corps comme un véritable marteau pour écraser la cible.	Usa el cuerpo como un martillo para abalanzarse sobre su rival y causarle daño.	몸을 해머처럼 써서 상대를 덮쳐 데미지를 준다.	からだを　ハンマーのように つかって　あいてに　おそいかかり ダメージを　あたえる。	体を　ハンマーのように 使って　相手に　襲いかかり ダメージを　与える。	像錘子般地使用身體 向對手發動襲擊， 給予傷害。
